Keyword,Competition,Global Monthly Searches,Jan 2011,Dec 2010,Nov 2010,Oct 2010,Sep 2010,Aug 2010,Jul 2010,Jun 2010,May 2010,Apr 2010,Mar 2010,Feb 2010,Ad Share,Search Share,Estimated Avg. CPC,Extracted From Webpage,Local Monthly Searches
pa dui attorney,0.6,5400,-,6600,4400,6600,8100,9900,9900,2400,2400,2400,1900,1900,-,-,$28.46,-,4400
dmv dui,0.38,4400,-,5400,5400,5400,4400,4400,4400,4400,4400,4400,5400,4400,-,-,$3.40,-,4400
dui charge,0.34,5400,-,3600,6600,3600,4400,3600,3600,3600,3600,3600,4400,3600,-,-,$6.10,-,4400
attorneys dui,0.82,22200,-,18100,22200,22200,18100,22200,18100,18100,22200,18100,18100,14800,-,-,$0.00,-,18100
nashville dui lawyer,0.9,1600,-,2900,1600,1300,1300,1600,1600,1600,1300,1300,1900,1300,-,-,$22.16,-,1600
car insurance dui,0.86,2900,-,2400,2400,2400,2900,2900,2400,2400,1900,2400,2400,1900,-,-,$43.45,-,2400
la dui attorney,0.87,6600,-,8100,8100,6600,5400,6600,6600,4400,5400,4400,2900,2900,-,-,$32.77,-,5400
ca dui attorney,0.73,9900,-,6600,9900,12100,12100,14800,12100,6600,5400,8100,4400,3600,-,-,$34.92,-,8100
dui criminal record,0.41,1000,-,480,390,480,590,590,590,590,720,590,880,590,-,-,$2.33,-,590
nj dui attorney,0.81,4400,-,3600,4400,5400,3600,5400,5400,2400,2400,2400,2900,2400,-,-,$18.95,-,3600
dui attorney chicago,0.92,1600,-,1600,1900,1600,1300,1300,1600,1000,1300,1000,1600,1000,-,-,$0.00,-,1300
dui lawyer phoenix,0.89,3600,-,3600,3600,2900,2900,2400,2900,4400,5400,3600,3600,2400,-,-,$0.00,-,2900
underage dui,0.42,1900,-,1600,1900,1900,1900,1900,1900,1600,1900,1600,1600,1300,-,-,$5.81,-,1600
denver dui lawyers,0.9,2900,-,2900,2900,2900,2900,2900,2400,1900,2400,2900,2400,2400,-,-,$36.26,-,2900
san bernardino dui attorney,0.9,1000,-,1000,880,1000,590,880,880,590,880,880,880,720,-,-,$55.68,-,880
dui ticket,0.41,1000,-,1000,1000,1000,1000,1000,1000,1000,1000,1000,1300,1000,-,-,$6.09,-,1000
seattle dui lawyers,0.85,3600,-,3600,2900,2900,4400,3600,4400,3600,3600,4400,3600,2900,-,-,$26.19,-,3600
nashville dui,0.77,1900,-,3600,1300,1300,1600,2400,1900,1300,1600,1600,2400,1600,-,-,$8.54,-,1900
riverside dui attorney,0.83,1300,-,1600,1300,1000,1000,1300,1300,1000,720,720,880,720,-,-,$30.90,-,1000
cincinnati dui lawyer,0.77,880,-,1000,1600,1000,880,1600,590,880,720,720,720,590,-,-,$10.11,-,880
dui insurance rates,0.82,1000,-,1000,1000,1000,1300,1000,880,880,880,880,880,880,-,-,$12.07,-,880
dui stats,0.35,720,-,880,1000,880,590,480,390,480,720,880,720,720,-,-,$4.45,-,720
dui attorney sacramento,0.87,1600,-,1300,1600,1900,1600,1900,1600,1600,1600,1600,1900,1600,-,-,$0.00,-,1600
san diego county dui,0.64,390,-,480,320,390,480,390,480,260,320,260,320,210,-,-,$20.41,-,320
washington dui lawyer,0.61,3600,-,2400,4400,6600,5400,8100,8100,720,1000,1300,1600,1000,-,-,$24.41,-,3600
dui pa,0.48,18100,-,18100,18100,18100,18100,18100,14800,14800,14800,14800,14800,12100,-,-,$0.00,-,14800
dui attorney salt lake city,0.85,210,-,390,140,170,170,210,260,260,140,210,210,170,-,-,$13.22,-,210
dui auto insurance,0.88,1900,-,1600,1600,1600,1900,1900,1300,1600,1600,1600,1600,1300,-,-,$27.59,-,1600
nj dui,0.49,6600,-,8100,8100,6600,6600,8100,8100,6600,6600,5400,6600,5400,-,-,$13.72,-,6600
columbus dui lawyer,0.64,8100,-,2400,2400,3600,6600,8100,6600,9900,9900,8100,5400,5400,-,-,$26.36,-,6600
dui lawyer denver,0.9,2400,-,2900,2400,2900,2900,2400,2400,1900,2400,2400,2400,1900,-,-,$0.00,-,2400
dui calculator,0.2,390,-,390,320,390,390,390,390,390,390,390,320,320,-,-,$2.24,-,390
dui lawyers phoenix,0.89,4400,-,3600,3600,2900,2900,2900,2900,4400,5400,4400,4400,2400,-,-,$0.00,-,3600
ca dui lawyer,0.74,9900,-,8100,9900,12100,12100,14800,14800,8100,6600,8100,5400,4400,-,-,$22.30,-,9900
what happens when you get a dui,0.31,1600,-,1900,1900,1900,1600,1300,1300,1000,1300,1300,1300,1000,-,-,$0.05,-,1600
dui sentencing,0.3,4400,-,4400,4400,4400,5400,4400,4400,3600,4400,4400,4400,3600,-,-,$5.53,-,4400
dui game,0.06,1000,-,390,390,320,590,320,210,260,390,320,480,390,-,-,$0.05,-,390
dui search,0.56,1300,-,1000,1300,1000,1300,1300,1000,1000,1000,1000,1300,880,-,-,$3.80,-,1000
tempe dui lawyer,0.93,880,-,1000,1600,1000,590,880,720,1000,880,880,720,590,-,-,$38.62,-,880
dui lawyer las vegas,0.94,5400,-,4400,5400,4400,4400,5400,5400,4400,4400,5400,6600,4400,-,-,$0.00,-,4400
third dui,0.32,2400,-,2400,1900,2400,2400,2400,1900,1900,1900,2400,2400,1900,-,-,$0.05,-,2400
dui second offense,0.53,2400,-,1900,1900,1900,2400,1900,2400,1900,2400,2400,2900,2400,-,-,$7.35,-,2400
dui lawyer atlanta,0.85,2900,-,3600,4400,2900,2900,2900,2900,2900,2400,1900,1900,1600,-,-,$0.00,-,2900
what is a dui,0.22,3600,-,3600,3600,3600,3600,2900,2900,2900,2900,2900,2900,2400,-,-,$4.03,-,2900
free dui arrest records,0.87,210,-,170,210,210,210,260,260,210,210,210,210,140,-,-,$0.05,-,210
san diego dui checkpoints,0.42,1000,-,2900,880,1000,1900,880,2400,720,1300,320,390,320,-,-,$0.05,-,1000
fort lauderdale dui lawyer,0.91,880,-,1000,720,880,590,880,590,590,720,880,880,720,-,-,$45.86,-,880
pa dui records,0.69,390,-,320,390,320,390,390,390,320,390,480,390,260,-,-,$4.45,-,390
dui lawyers san diego,0.87,5400,-,4400,5400,5400,3600,3600,4400,5400,5400,4400,3600,3600,-,-,$0.00,-,4400
dui in los angeles,0.76,9900,-,18100,12100,12100,9900,9900,9900,8100,9900,8100,6600,5400,-,-,$26.51,-,9900
penalties for dui,0.61,18100,-,14800,18100,14800,14800,14800,14800,14800,18100,18100,18100,14800,-,-,$6.99,-,18100
pittsburgh dui attorney,0.74,1300,-,2400,1600,880,720,1000,880,720,720,590,1000,1600,-,-,$9.76,-,1000
dui laws in washington state,0.81,590,-,590,590,590,590,590,480,720,590,590,590,590,-,-,$14.22,-,590
denver dui attorneys,0.9,2900,-,2900,2900,2900,2900,2900,2400,1900,2400,2900,2400,2400,-,-,$37.65,-,2900
dui arrest statistics,0.31,390,-,390,390,390,590,320,260,260,320,480,480,320,-,-,$5.12,-,390
dui checkpoints cincinnati ohio,0.45,210,-,590,320,210,260,320,210,170,140,170,91,36,-,-,$0.05,-,210
ga dui laws,0.72,2400,-,2400,2900,2900,2400,2400,2400,2400,1900,2400,2900,2400,-,-,$6.81,-,2400
phoenix dui attorneys,0.89,4400,-,3600,3600,2900,2900,2900,2900,4400,5400,4400,4400,2400,-,-,$58.79,-,3600
dui attorney orlando,0.92,590,-,880,590,880,720,590,480,480,590,480,590,390,-,-,$0.00,-,590
oakland dui,0.91,2900,-,1600,4400,2900,1000,1300,1300,1000,3600,4400,4400,3600,-,-,$27.03,-,2900
columbus dui,0.65,5400,-,2900,2400,2900,5400,6600,5400,6600,6600,4400,4400,4400,-,-,$19.75,-,5400
beat a dui,0.45,2400,-,1900,1900,1900,2400,2400,1900,1600,1900,1900,1900,1900,-,-,$2.96,-,1900
dwi,0.44,673000,-,246000,246000,246000,246000,201000,201000,201000,201000,201000,201000,165000,-,-,$14.78,-,201000
dui lawyer chicago,0.91,1600,-,1900,1900,1600,1600,1600,1600,1300,1600,1300,1900,1300,-,-,$0.00,-,1600
bay area dui lawyer,0.95,1600,-,1300,2900,1600,590,590,720,590,1900,2400,2400,2400,-,-,$18.00,-,1600
ca dui penalties,0.67,1900,-,2400,2400,2400,1900,1900,1900,1900,2400,1900,2400,1900,-,-,$16.80,-,1900
dui lawyer new york,0.65,9900,-,8100,12100,9900,9900,12100,14800,5400,6600,6600,6600,5400,-,-,$0.00,-,8100
dui probation,0.26,5400,-,5400,5400,5400,5400,5400,5400,5400,5400,4400,5400,4400,-,-,$3.02,-,5400
kansas city dui attorney,0.86,480,-,590,480,590,390,390,480,480,480,390,480,390,-,-,$23.56,-,480
dui denver,0.81,4400,-,5400,4400,4400,4400,4400,4400,3600,3600,3600,3600,3600,-,-,$16.09,-,4400
beat dui,0.45,2400,-,1900,1900,1900,2400,2400,1900,1600,1900,1900,1900,1900,-,-,$4.09,-,1900
washington state dui penalties,0.77,320,-,320,320,320,210,260,260,320,390,390,260,170,-,-,$6.54,-,260
dui in san diego,0.75,9900,-,12100,9900,9900,9900,8100,9900,8100,9900,8100,6600,6600,-,-,$25.15,-,8100
jacksonville dui attorney,0.9,720,-,880,720,720,590,1000,590,590,880,880,720,590,-,-,$18.06,-,720
fresno dui attorney,0.8,720,-,590,590,720,480,720,720,390,720,480,880,1000,-,-,$27.76,-,590
online dui school,0.81,590,-,720,720,480,590,590,590,590,590,590,720,590,-,-,$5.67,-,590
riverside dui lawyer,0.86,1900,-,2400,1900,1600,1300,1600,1600,1300,1000,1000,1300,1000,-,-,$20.67,-,1600
va dui laws,0.66,590,-,590,590,590,480,590,480,390,390,390,590,390,-,-,$6.05,-,480
az dui mug shots,0.53,720,-,720,720,720,880,720,720,590,590,590,480,590,-,-,$0.05,-,720
tempe dui attorney,0.92,720,-,880,1300,720,480,590,480,590,720,720,720,480,-,-,$55.29,-,720
fort lauderdale dui attorney,0.91,880,-,1000,720,880,590,880,590,590,720,880,880,720,-,-,$55.96,-,880
