Keyword,Competition,Global Monthly Searches,Jan 2011,Dec 2010,Nov 2010,Oct 2010,Sep 2010,Aug 2010,Jul 2010,Jun 2010,May 2010,Apr 2010,Mar 2010,Feb 2010,Ad Share,Search Share,Estimated Avg. CPC,Extracted From Webpage,Local Monthly Searches
orange county car accident attorney,0.84,2900,-,4400,4400,2900,4400,2400,2400,2900,2400,2400,1900,1900,-,-,$0.05,-,2900
work injury lawyers,0.91,6600,-,5400,5400,5400,5400,6600,5400,8100,5400,4400,5400,4400,-,-,$22.58,-,5400
auto accident law,0.57,3600,-,3600,4400,5400,2900,3600,5400,2900,4400,2900,2400,1900,-,-,$14.70,-,3600
car accident lawyer manhattan,0.88,1900,-,1600,1300,1000,1300,1000,1600,1600,1900,1900,1900,1300,-,-,$57.01,-,1600
brain injury lawyers,0.78,22200,-,18100,27100,12100,14800,18100,14800,18100,22200,14800,14800,12100,-,-,$24.78,-,18100
greensboro car accident lawyer,0.78,320,-,260,320,260,260,480,390,590,390,390,260,260,-,-,$0.05,-,320
car accident attorney los angeles,0.81,5400,-,6600,5400,4400,3600,4400,4400,4400,4400,4400,5400,4400,-,-,$0.00,-,5400
brain injury attorney,0.78,18100,-,14800,22200,12100,12100,14800,12100,14800,18100,14800,12100,9900,-,-,$18.16,-,14800
pa car accident lawyer,0.84,4400,-,3600,3600,3600,4400,4400,4400,4400,4400,3600,2900,2400,-,-,$1.10,-,3600
car accident attorney queens,0.74,1300,-,1300,1300,1000,1000,880,1000,1000,1000,880,1300,720,-,-,$29.24,-,1000
injuries lawyers,0.88,1600,-,1300,880,880,1300,1600,720,1600,720,720,880,590,-,-,$21.01,-,1000
truck accident attorneys,0.8,33100,-,27100,40500,40500,33100,40500,27100,40500,33100,33100,22200,22200,-,-,$32.93,-,33100
work injury attorney,0.88,8100,-,5400,5400,6600,6600,8100,6600,9900,6600,5400,5400,4400,-,-,$17.78,-,6600
atlanta car accident attorneys,0.88,9900,-,9900,18100,27100,12100,8100,6600,5400,5400,4400,5400,3600,-,-,$52.43,-,9900
new york city car accident lawyer,0.82,590,-,260,320,480,720,590,390,320,480,320,390,260,-,-,$0.00,-,390
personal injury litigation,0.66,3600,-,1000,1900,2900,2900,4400,8100,1900,6600,1900,1900,1300,-,-,$18.92,-,2900
attorneys personal injury,0.85,165000,-,165000,246000,135000,135000,135000,110000,135000,135000,110000,110000,90500,-,-,$0.00,-,135000
charleston car accident lawyer,0.8,720,-,480,720,480,390,880,720,720,590,720,880,590,-,-,$0.05,-,720
auto accident settlement,0.67,5400,-,5400,5400,5400,4400,4400,4400,5400,4400,5400,5400,4400,-,-,$11.11,-,4400
atlanta personal injury lawyer,0.92,8100,-,8100,14800,22200,8100,5400,4400,3600,4400,3600,3600,2400,-,-,$24.70,-,6600
athens georgia car accident lawyer,0.73,1900,-,880,480,1300,1900,2400,1900,1900,2400,2900,1000,1600,-,-,$0.05,-,1900
attorney personal injury,0.84,110000,-,135000,135000,110000,90500,110000,90500,90500,90500,90500,90500,74000,-,-,$0.00,-,90500
automobile accident,0.5,201000,-,165000,201000,246000,201000,201000,165000,165000,165000,165000,165000,135000,-,-,$8.41,-,165000
injury law firm,0.78,22200,-,14800,22200,27100,22200,27100,18100,18100,18100,14800,18100,12100,-,-,$13.44,-,18100
personal injury lawsuit,0.57,6600,-,3600,6600,9900,6600,6600,5400,5400,5400,5400,4400,4400,-,-,$13.37,-,5400
motor vehicle accident attorney,0.83,368000,-,368000,450000,368000,368000,368000,301000,301000,301000,368000,301000,246000,-,-,$25.89,-,368000
car wreck attorney,0.8,135000,-,135000,165000,165000,135000,135000,135000,135000,110000,135000,90500,74000,-,-,$22.02,-,135000
vehicle accident attorney,0.79,4400,-,2400,1900,2400,3600,4400,4400,5400,5400,4400,4400,3600,-,-,$41.55,-,3600
motorcycle injury lawyer,0.78,9900,-,12100,22200,8100,8100,8100,6600,8100,8100,8100,6600,5400,-,-,$23.47,-,8100
boat accident lawyer,0.72,2900,-,2900,3600,2900,2400,2400,2900,3600,2900,1900,2900,1000,-,-,$34.13,-,2400
boca raton car accident lawyer,0.87,1000,-,720,880,720,720,880,880,720,1000,1000,1000,590,-,-,$25.85,-,880
back injury lawyer,0.8,1900,-,1900,1600,1900,1300,1900,1600,1900,1600,2400,1900,1300,-,-,$29.64,-,1900
lawyer personal injury,0.85,135000,-,135000,135000,110000,110000,110000,90500,90500,90500,110000,110000,74000,-,-,$0.00,-,110000
car accident lawyer queens,0.89,2400,-,4400,12100,880,1000,880,1300,1000,1000,880,1300,720,-,-,$0.00,-,2400
auto accidents attorney,0.82,60500,-,60500,74000,74000,49500,49500,49500,40500,40500,40500,33100,27100,-,-,$14.26,-,49500
accident claim lawyer,0.64,480,-,210,320,170,210,140,110,110,73,91,91,140,-,-,$0.05,-,140
personal injury claims,0.51,40500,-,9900,9900,12100,9900,8100,9900,8100,8100,6600,8100,6600,-,-,$51.67,-,8100
personal injury claim,0.49,22200,-,6600,6600,6600,6600,5400,5400,4400,4400,4400,5400,4400,-,-,$42.98,-,5400
automobile accidents,0.32,12100,-,6600,8100,9900,9900,8100,9900,6600,9900,8100,33100,6600,-,-,$2.73,-,9900
auto accident injury,0.64,6600,-,4400,4400,5400,5400,6600,9900,5400,8100,4400,4400,3600,-,-,$17.35,-,5400
chicago personal injury lawyer,0.92,5400,-,6600,5400,5400,4400,4400,4400,5400,4400,4400,4400,3600,-,-,$39.67,-,4400
personal injury firm,0.82,14800,-,9900,14800,18100,14800,18100,12100,12100,12100,12100,12100,8100,-,-,$9.26,-,12100
car accidents claims,0.46,6600,-,1900,1900,2400,1900,1900,1600,1900,1600,1600,1600,1600,-,-,$0.05,-,1600
semi truck accident lawyer,0.83,1300,-,880,880,1300,1900,2400,1300,1000,880,1000,1000,880,-,-,$28.88,-,1000
head injury lawyer,0.76,3600,-,2400,1900,1900,1900,2900,2400,3600,5400,3600,1900,1600,-,-,$19.01,-,2900
auto injury lawyers,0.8,2900,-,2400,1600,1900,1900,1600,4400,2400,2900,3600,1900,1600,-,-,$0.05,-,2400
personal injury solicitors,0.62,14800,-,1900,1600,1900,1600,1300,1300,1300,1000,880,1900,1900,-,-,$29.83,-,1600
aviation accident lawyer,0.87,1900,-,1900,1900,1900,1000,1600,1300,1600,1900,1600,2400,1900,-,-,$35.28,-,1600
traumatic brain injury lawyer,0.77,3600,-,2900,2400,1600,2400,2900,2400,2400,4400,2900,2900,1900,-,-,$31.76,-,2900
birth injury attorney,0.78,9900,-,8100,8100,8100,8100,9900,8100,8100,9900,6600,6600,4400,-,-,$29.08,-,8100
personal injury settlements,0.63,18100,-,12100,14800,18100,18100,18100,14800,14800,14800,18100,18100,14800,-,-,$13.68,-,14800
new york personal injury lawyer,0.89,9900,-,8100,6600,6600,6600,6600,8100,6600,8100,8100,8100,6600,-,-,$20.16,-,8100
car crashes,0.11,135000,-,74000,74000,90500,74000,60500,60500,60500,74000,74000,90500,74000,-,-,$1.68,-,74000
motorcycle accident attorneys,0.85,368000,-,368000,450000,301000,301000,301000,246000,246000,301000,301000,301000,201000,-,-,$48.12,-,301000
auto accident injury attorney,0.74,1000,-,1000,590,480,590,480,2900,720,1900,590,390,390,-,-,$17.65,-,880
bike accident lawyer,0.82,33100,-,40500,90500,22200,18100,22200,18100,22200,22200,22200,18100,12100,-,-,$30.29,-,27100
spinal cord injury lawyer,0.74,4400,-,4400,4400,3600,4400,4400,3600,4400,4400,2900,3600,2400,-,-,$13.71,-,4400
los angeles personal injury lawyer,0.81,9900,-,9900,8100,6600,6600,6600,6600,8100,6600,8100,8100,8100,-,-,$28.94,-,8100
houston personal injury lawyer,0.87,5400,-,6600,5400,4400,4400,5400,5400,4400,5400,5400,4400,3600,-,-,$25.94,-,5400
atlanta personal injury attorney,0.92,8100,-,8100,14800,22200,8100,5400,4400,3600,4400,3600,3600,2400,-,-,$30.72,-,6600
accident denver lawyer,0.86,2900,-,4400,4400,3600,2400,2900,2900,1900,1900,1300,1300,880,-,-,$36.66,-,2400
las vegas car accident lawyers,0.83,5400,-,3600,3600,5400,4400,3600,4400,4400,5400,8100,6600,4400,-,-,$0.05,-,5400
car accident lawyer macon,0.71,4400,-,1900,1600,2900,4400,5400,2900,5400,5400,6600,1600,2400,-,-,$0.05,-,3600
personal injury lawsuits,0.62,9900,-,5400,8100,14800,9900,12100,8100,8100,8100,8100,8100,6600,-,-,$10.70,-,8100
auto accident law firm,0.82,60500,-,60500,90500,74000,49500,60500,49500,49500,49500,49500,40500,33100,-,-,$12.61,-,49500
aviation accident attorney,0.87,1900,-,1600,1900,1900,1000,1600,1300,1600,1900,1600,1900,1600,-,-,$33.32,-,1600
auto accident claim,0.45,2900,-,1900,1900,1900,1900,2400,1900,1900,1900,1900,1900,1900,-,-,$12.47,-,1900
personal injury lawyer in,0.91,18100,-,14800,18100,18100,22200,22200,14800,14800,12100,12100,12100,12100,-,-,$25.87,-,14800
attorney injury personal,0.84,246000,-,246000,301000,246000,201000,201000,201000,201000,201000,201000,201000,135000,-,-,$0.00,-,201000
auto accident lawyer queens,0.89,2400,-,4400,12100,880,1000,880,1300,1000,1000,880,1300,720,-,-,$63.74,-,2400
lawyers personal injury,0.85,201000,-,165000,165000,165000,135000,135000,135000,135000,135000,135000,135000,110000,-,-,$0.00,-,135000
find personal injury lawyer,0.84,1000,-,1000,880,1000,1300,720,720,720,590,590,880,320,-,-,$22.47,-,880
personal injury settlement,0.58,14800,-,8100,9900,9900,12100,12100,9900,12100,9900,12100,14800,12100,-,-,$11.34,-,12100
lawyer injury,0.82,246000,-,201000,201000,201000,201000,201000,165000,165000,165000,165000,165000,135000,-,-,$0.00,-,165000
orange county personal injury lawyer,0.85,2900,-,4400,3600,2900,4400,2400,1900,2400,2400,2400,1900,1900,-,-,$17.71,-,2900
auto accident personal injury,0.67,1600,-,1000,880,1000,1000,1300,1900,1300,2400,1000,1300,1000,-,-,$14.30,-,1300
car accident lawyer columbus georgia,0.65,3600,-,590,880,2400,5400,5400,3600,2900,2400,2900,880,1900,-,-,$0.05,-,2400
accidents attorney,0.76,2400,-,2400,1900,2400,2400,2900,2400,3600,2900,2400,1900,1600,-,-,$21.81,-,2400
auto accident lawsuit,0.71,2400,-,1600,2400,3600,3600,3600,1900,1900,1600,1600,1300,880,-,-,$7.79,-,1900
personal injury cases,0.47,4400,-,2900,3600,2900,3600,2900,5400,1900,3600,2400,2400,1900,-,-,$9.80,-,2900
wilmington car accident lawyer,0.94,880,-,260,210,260,170,320,1000,1600,1300,1600,1300,1000,-,-,$0.05,-,720
chicago auto accident lawyer,0.9,6600,-,6600,5400,5400,6600,6600,6600,6600,5400,5400,5400,4400,-,-,$46.38,-,5400
personal injury claim lawyer,0.77,1600,-,720,590,720,390,320,260,320,260,390,320,210,-,-,$20.86,-,390
malpractice lawyers,0.9,40500,-,40500,33100,33100,33100,33100,33100,27100,33100,40500,33100,27100,-,-,$16.22,-,33100
injuries lawyer,0.68,2400,-,1900,2900,4400,1900,2400,1600,2900,1900,1600,1600,1000,-,-,$15.15,-,1900
car crash attorneys,0.81,110000,-,90500,110000,110000,90500,110000,90500,90500,90500,90500,74000,60500,-,-,$22.28,-,90500
personal injury solicitor,0.84,135000,-,135000,135000,110000,110000,110000,90500,90500,110000,110000,110000,74000,-,-,$26.47,-,110000
personal injury settlement calculator,0.9,2400,-,1600,1300,1600,1600,1900,2400,2400,2400,2900,2900,2400,-,-,$5.19,-,1900
