Keyword,Competition,Global Monthly Searches,Jan 2011,Dec 2010,Nov 2010,Oct 2010,Sep 2010,Aug 2010,Jul 2010,Jun 2010,May 2010,Apr 2010,Mar 2010,Feb 2010,Ad Share,Search Share,Estimated Avg. CPC,Extracted From Webpage,Local Monthly Searches
cheap bankruptcy lawyers,0.96,3600,-,4400,4400,5400,4400,3600,3600,2900,2900,2900,3600,3600,-,-,$0.05,-,3600
lawyer advice,0.85,9900,-,8100,6600,6600,6600,5400,5400,5400,5400,5400,5400,4400,-,-,$5.14,-,5400
houston personal injury lawyer,0.87,5400,-,6600,5400,4400,4400,5400,5400,4400,5400,5400,4400,3600,-,-,$25.94,-,5400
lawyers salary,0.22,9900,-,6600,8100,8100,8100,5400,5400,5400,8100,8100,8100,6600,-,-,$1.15,-,6600
accident injury lawyer,0.73,8100,-,8100,8100,9900,6600,5400,8100,6600,6600,6600,5400,4400,-,-,$33.45,-,6600
chicago lawyers,0.82,18100,-,18100,18100,18100,18100,18100,14800,18100,18100,14800,18100,14800,-,-,$17.10,-,18100
brain injury lawyer,0.84,301000,-,301000,368000,301000,246000,246000,246000,246000,246000,246000,246000,201000,-,-,$18.67,-,246000
new york lawyers,0.68,90500,-,90500,90500,90500,74000,74000,74000,74000,74000,74000,90500,74000,-,-,$10.56,-,74000
how to be a lawyer,0.26,27100,-,14800,18100,18100,18100,14800,12100,12100,18100,14800,14800,14800,-,-,$2.20,-,14800
ask lawyers questions for free,0.87,590,-,260,260,210,260,590,590,590,590,590,720,590,-,-,$0.05,-,480
las vegas lawyers,0.83,27100,-,22200,27100,27100,27100,22200,22200,18100,27100,27100,27100,22200,-,-,$8.77,-,27100
asbestos lawyers,0.84,9900,-,5400,6600,5400,4400,6600,5400,6600,5400,5400,6600,5400,-,-,$63.04,-,5400
jobs for lawyers,0.36,14800,-,8100,9900,8100,8100,8100,8100,8100,8100,8100,9900,8100,-,-,$2.73,-,8100
i need a lawyer,0.6,12100,-,8100,9900,9900,9900,8100,8100,8100,8100,8100,8100,8100,-,-,$10.22,-,8100
local lawyers,0.86,1900,-,1300,1600,1600,1300,1300,1000,1000,1300,1600,1300,1300,-,-,$6.94,-,1300
litigation lawyers,0.74,8100,-,4400,3600,3600,3600,4400,4400,3600,4400,4400,4400,3600,-,-,$6.74,-,3600
chinese lawyer,0.55,12100,-,2900,2900,3600,2900,3600,2900,3600,3600,3600,4400,3600,-,-,$2.87,-,3600
chicago injury lawyer,0.91,8100,-,8100,8100,6600,6600,6600,6600,8100,6600,6600,6600,5400,-,-,$33.73,-,6600
labor lawyer,0.78,9900,-,8100,8100,8100,8100,8100,8100,8100,8100,8100,9900,6600,-,-,$4.51,-,8100
workers comp lawyer,0.81,49500,-,40500,49500,49500,40500,49500,40500,49500,40500,33100,40500,33100,-,-,$11.33,-,40500
chapter 7 lawyer,0.77,12100,-,12100,18100,33100,14800,12100,12100,9900,12100,8100,8100,6600,-,-,$5.57,-,12100
asbestos lawyer,0.82,6600,-,3600,3600,3600,2900,4400,3600,4400,3600,2900,5400,2900,-,-,$39.50,-,3600
need a lawyer,0.51,27100,-,18100,22200,22200,22200,18100,14800,14800,18100,18100,18100,14800,-,-,$4.24,-,18100
divorce lawyers for men,0.93,1300,-,1000,1000,1000,1000,1000,1000,1000,1000,1300,1300,1000,-,-,$7.33,-,1000
philadelphia lawyer,0.66,22200,-,18100,22200,18100,18100,22200,18100,18100,18100,14800,18100,14800,-,-,$15.33,-,18100
free lawyers for child custody,0.97,720,-,480,590,480,480,720,590,720,880,880,880,720,-,-,$0.05,-,720
talk to a lawyer for free online,0.93,720,-,720,590,720,720,590,720,590,590,590,590,480,-,-,$0.05,-,590
san diego personal injury lawyer,0.79,5400,-,5400,5400,5400,4400,8100,6600,5400,3600,5400,6600,3600,-,-,$26.66,-,5400
construction lawyers,0.72,5400,-,2400,2900,3600,4400,4400,3600,2400,3600,3600,3600,2900,-,-,$7.53,-,3600
lawyer websites,0.9,1300,-,1000,1300,1300,1000,1000,880,880,1000,1000,1000,1000,-,-,$10.76,-,1000
real estate lawyer,0.71,110000,-,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,-,-,$5.33,-,90500
divorce lawyers in nj,0.93,8100,-,8100,8100,8100,8100,8100,6600,8100,6600,8100,8100,5400,-,-,$0.05,-,8100
online lawyer advice,0.91,1300,-,1300,1000,880,720,720,720,720,720,1000,1000,880,-,-,$5.13,-,880
philadelphia personal injury lawyer,0.91,2400,-,2900,2900,2900,2400,2400,2400,2400,1900,1900,2400,1300,-,-,$24.09,-,2400
wrongful death lawyers,0.79,40500,-,33100,33100,40500,40500,40500,40500,40500,40500,40500,33100,27100,-,-,$23.94,-,33100
how to find a lawyer,0.76,5400,-,4400,4400,5400,5400,4400,4400,4400,3600,4400,4400,3600,-,-,$6.32,-,4400
philadelphia lawyers,0.82,9900,-,9900,12100,9900,9900,9900,9900,9900,9900,9900,9900,6600,-,-,$11.46,-,9900
insurance lawyer,0.62,12100,-,9900,9900,12100,8100,9900,8100,12100,8100,9900,9900,8100,-,-,$5.93,-,9900
criminal lawyer salary,0.51,2400,-,1600,1900,1900,1600,1600,1000,1300,1900,2400,1900,1600,-,-,$6.52,-,1900
birth injury lawyer,0.8,12100,-,9900,9900,9900,8100,12100,9900,9900,12100,8100,8100,5400,-,-,$23.05,-,9900
ask lawyer,0.79,22200,-,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,14800,-,-,$6.88,-,18100
malpractice lawyers,0.9,40500,-,40500,33100,33100,33100,33100,33100,27100,33100,40500,33100,27100,-,-,$14.91,-,33100
slip and fall lawyers,0.57,18100,-,14800,18100,22200,18100,18100,18100,18100,18100,18100,22200,14800,-,-,$12.48,-,18100
international lawyer,0.44,9900,-,5400,5400,5400,5400,5400,4400,4400,5400,5400,5400,4400,-,-,$4.68,-,5400
fathers rights lawyers,0.88,4400,-,5400,5400,4400,4400,4400,4400,4400,4400,4400,4400,4400,-,-,$1.98,-,4400
product liability lawyer,0.71,9900,-,8100,8100,6600,8100,8100,8100,9900,8100,8100,8100,6600,-,-,$11.23,-,8100
car accidents lawyers,0.81,74000,-,49500,60500,74000,60500,74000,60500,60500,60500,60500,49500,40500,-,-,$32.38,-,60500
lawyers in chicago,0.82,18100,-,18100,18100,18100,18100,18100,14800,18100,18100,14800,18100,14800,-,-,$14.99,-,18100
online lawyers,0.87,5400,-,2400,2400,2900,2900,2900,2400,2400,2400,2400,2400,1900,-,-,$5.00,-,2400
small business lawyer,0.7,9900,-,8100,9900,9900,9900,8100,6600,6600,6600,6600,8100,6600,-,-,$7.50,-,8100
lawyers for children,0.62,2900,-,2400,2900,2900,2900,1900,1900,1900,2400,2400,2900,2400,-,-,$8.55,-,2400
divorce lawyers in nyc,0.92,2900,-,3600,2900,2400,2900,3600,2900,1900,2400,2400,2900,1900,-,-,$10.29,-,2900
alternative careers for lawyers,0.24,1600,-,880,1000,1300,1000,1300,1300,1000,1300,1300,1300,1600,-,-,$1.85,-,1300
denver lawyers,0.86,8100,-,12100,9900,8100,6600,8100,8100,8100,8100,8100,8100,6600,-,-,$19.46,-,8100
miami lawyers,0.84,9900,-,8100,9900,8100,8100,9900,9900,9900,9900,8100,9900,8100,-,-,$12.20,-,8100
las vegas lawyer,0.72,40500,-,40500,40500,40500,40500,40500,40500,33100,40500,40500,40500,33100,-,-,$12.45,-,40500
best lawyers,0.61,40500,-,27100,33100,33100,33100,33100,27100,27100,27100,27100,27100,27100,-,-,$8.07,-,27100
rate my lawyer,0.61,1000,-,390,390,390,480,390,390,390,390,320,390,320,-,-,$0.05,-,390
nj divorce lawyers,0.92,9900,-,12100,9900,12100,9900,9900,8100,9900,8100,9900,9900,6600,-,-,$13.85,-,9900
miami personal injury lawyer,0.9,3600,-,3600,3600,2900,2900,3600,2900,2900,2900,2900,3600,2900,-,-,$22.00,-,2900
facts about lawyers,0.34,1000,-,880,1300,1000,880,390,170,480,1300,1600,1300,880,-,-,$2.39,-,880
lawyer advertising,0.64,2400,-,1600,2400,1900,1900,1900,3600,1900,2400,2400,1900,1600,-,-,$12.08,-,1900
dog bite lawyer,0.75,12100,-,12100,12100,22200,8100,8100,8100,9900,9900,9900,9900,6600,-,-,$20.98,-,9900
free lawyer advice online,0.92,880,-,1000,880,720,590,590,480,480,590,880,880,720,-,-,$0.05,-,720
lawyers in nj,0.81,22200,-,22200,27100,27100,22200,27100,22200,22200,22200,22200,22200,18100,-,-,$6.88,-,22200
super lawyers,0.14,18100,-,14800,18100,18100,18100,14800,14800,18100,14800,14800,18100,18100,-,-,$2.99,-,18100
bankruptcy lawyers in nj,0.93,2900,-,2900,3600,3600,2900,3600,2900,2900,2900,2900,2900,2400,-,-,$12.27,-,2900
lawyer fees,0.59,12100,-,6600,6600,6600,8100,6600,6600,6600,8100,8100,8100,8100,-,-,$4.35,-,6600
ask a lawyer a question online for free,0.82,390,-,140,110,140,170,210,390,590,590,390,390,260,-,-,$0.05,-,320
ask a lawyer for free,0.85,6600,-,5400,5400,6600,5400,5400,5400,5400,5400,5400,5400,4400,-,-,$0.05,-,5400
san antonio lawyers,0.77,18100,-,27100,33100,18100,14800,14800,14800,12100,12100,12100,14800,12100,-,-,$5.92,-,18100
atlanta lawyers,0.75,18100,-,18100,33100,49500,22200,14800,12100,12100,12100,12100,12100,9900,-,-,$8.32,-,18100
pro bono lawyer,0.82,49500,-,40500,49500,49500,49500,49500,49500,49500,40500,49500,49500,40500,-,-,$2.72,-,49500
chicago divorce lawyers,0.85,4400,-,4400,3600,3600,3600,5400,4400,5400,4400,4400,4400,2900,-,-,$7.61,-,4400
dallas lawyers,0.84,14800,-,14800,14800,14800,14800,18100,14800,12100,14800,12100,14800,12100,-,-,$18.88,-,14800
va lawyers,0.78,18100,-,18100,18100,18100,18100,18100,18100,14800,14800,14800,14800,12100,-,-,$8.90,-,14800
new york injury lawyer,0.86,14800,-,12100,9900,12100,9900,9900,12100,9900,12100,12100,12100,12100,-,-,$27.45,-,12100
lawyers directory,0.71,9900,-,2900,2900,2900,2900,2900,3600,3600,4400,4400,4400,3600,-,-,$4.96,-,3600
how to write a will without a lawyer,0.93,320,-,91,73,46,36,110,260,320,260,320,390,320,-,-,$0.05,-,210
legal aid lawyer,0.78,8100,-,1900,2400,2900,2900,2900,2400,2400,2900,2400,2400,1900,-,-,$2.72,-,2400
free advice from lawyers,0.93,1300,-,480,590,880,880,590,590,590,720,880,880,720,-,-,$0.05,-,720
lawyers weekly,0.09,22200,-,18100,18100,18100,18100,18100,14800,18100,14800,14800,18100,14800,-,-,$2.38,-,18100
brain injury lawyers,0.78,22200,-,18100,27100,12100,14800,18100,14800,18100,22200,14800,14800,12100,-,-,$25.02,-,18100
injury lawyer kansas city,0.81,1300,-,1900,1600,1000,1300,1300,1300,1300,1000,1600,1000,1000,-,-,$14.72,-,1300
military divorce lawyers,0.69,12100,-,18100,22200,27100,14800,6600,4400,6600,4400,3600,2900,2900,-,-,$13.43,-,9900
best divorce lawyers,0.76,22200,-,12100,12100,14800,40500,18100,14800,18100,12100,14800,12100,12100,-,-,$7.73,-,18100
lawsuit lawyers,0.73,2400,-,1900,1900,1900,1900,2400,1900,1900,1600,1600,1900,1600,-,-,$3.79,-,1900
philadelphia accident lawyer,0.9,2900,-,2900,3600,2400,2900,2400,2400,1900,1900,1900,1900,1600,-,-,$29.63,-,2400
lawyer finder,0.79,720,-,590,590,720,1000,720,720,720,590,590,720,590,-,-,$4.83,-,720
christian lawyers,0.69,4400,-,2400,3600,2900,2900,2900,2900,2900,2900,3600,3600,2900,-,-,$1.96,-,2900
how to find a good lawyer,0.81,1600,-,1300,1300,1300,1300,1300,1300,1300,1000,1300,1300,1000,-,-,$5.96,-,1300
san francisco personal injury lawyer,0.83,2900,-,3600,2400,1900,2400,2400,1900,2900,2400,3600,4400,2400,-,-,$22.33,-,2900
1800 lawyers,0.85,720,-,590,590,590,480,590,720,720,720,720,720,590,-,-,$0.05,-,590
chicago personal injury lawyer,0.92,5400,-,6600,5400,5400,4400,4400,4400,5400,4400,4400,4400,3600,-,-,$34.34,-,4400
dui defense lawyer,0.75,135000,-,135000,135000,110000,110000,135000,110000,110000,110000,110000,110000,110000,-,-,$21.25,-,110000
pictures of lawyers,0.37,1900,-,1000,1300,1600,1600,880,480,880,2400,1900,1900,1300,-,-,$2.37,-,1300
accident lawyer,0.78,165000,-,165000,246000,165000,135000,165000,135000,135000,135000,135000,110000,90500,-,-,$34.22,-,135000
boston lawyers,0.69,8100,-,6600,8100,6600,6600,6600,6600,8100,6600,6600,8100,6600,-,-,$6.05,-,6600
lawyer facts,0.26,880,-,720,1000,880,880,390,260,390,1300,1300,1000,720,-,-,$0.05,-,720
product liability lawyers,0.73,8100,-,5400,6600,5400,6600,6600,5400,5400,5400,6600,6600,5400,-,-,$12.55,-,5400
lawyers in houston tx,0.91,2900,-,2900,2900,2900,2900,2900,2400,2900,2400,2400,2400,1900,-,-,$10.70,-,2900
internet lawyers,0.79,1900,-,1300,1300,1300,1300,1000,1300,1300,1600,1000,1300,1000,-,-,$11.47,-,1300
maritime lawyer,0.85,2900,-,1600,1900,2400,2400,1900,1900,1900,2400,2400,1600,1300,-,-,$24.39,-,1900
orlando lawyers,0.89,8100,-,8100,8100,8100,6600,6600,6600,6600,8100,6600,6600,6600,-,-,$14.11,-,6600
class action lawyers,0.62,3600,-,2900,2900,2900,3600,3600,2900,2900,3600,2900,2900,2400,-,-,$9.00,-,2900
income tax lawyers,0.82,1900,-,1600,1900,1900,1300,1900,1600,880,1000,880,880,590,-,-,$36.76,-,1300
become a lawyer,0.25,40500,-,27100,27100,33100,27100,22200,22200,22200,27100,27100,27100,22200,-,-,$4.72,-,27100
information on lawyers,0.47,2900,-,1600,2400,1900,1900,1300,1000,1300,2400,2400,2400,1900,-,-,$4.53,-,1900
corporate lawyer salary,0.16,3600,-,2400,2400,2400,1900,1900,1900,1900,2400,2400,2400,1900,-,-,$1.02,-,2400
divorce lawyers in chicago,0.87,2900,-,2900,2900,2400,2400,3600,2900,3600,2900,2900,2900,1900,-,-,$7.90,-,2900
lawyers in miami,0.84,9900,-,8100,9900,8100,8100,9900,9900,9900,9900,8100,9900,8100,-,-,$10.22,-,8100
civil litigation lawyer,0.68,4400,-,3600,3600,2900,3600,3600,3600,2900,2900,3600,3600,2900,-,-,$4.85,-,3600
slip and fall lawyer,0.58,22200,-,18100,18100,22200,22200,18100,18100,22200,22200,22200,27100,18100,-,-,$19.25,-,22200
las vegas personal injury lawyer,0.83,4400,-,3600,2900,2900,3600,3600,4400,3600,5400,6600,6600,2900,-,-,$14.53,-,4400
immigration lawyers in nj,0.87,2900,-,2900,2900,2400,2400,2900,2400,2400,2400,2400,2900,1900,-,-,$0.05,-,2400
nc lawyers,0.72,22200,-,22200,27100,27100,27100,27100,27100,27100,22200,22200,22200,18100,-,-,$6.65,-,22200
famous lawyers,0.2,6600,-,3600,4400,5400,4400,2900,2900,2900,4400,4400,4400,4400,-,-,$1.97,-,4400
lawyer for divorce,0.74,165000,-,165000,201000,201000,165000,135000,135000,135000,110000,110000,110000,90500,-,-,$9.80,-,135000
lawyers in dallas tx,0.89,2900,-,2900,2900,2900,2900,2900,2900,2900,2400,2900,2900,2400,-,-,$0.05,-,2900
phoenix lawyers,0.87,8100,-,9900,8100,8100,6600,8100,8100,8100,9900,9900,9900,6600,-,-,$18.14,-,8100
dallas lawyer,0.76,27100,-,27100,27100,27100,27100,27100,27100,18100,22200,22200,22200,14800,-,-,$12.09,-,22200
uncontested divorce lawyer,0.77,3600,-,2400,2900,2400,2400,2400,4400,8100,2900,3600,2900,2900,-,-,$6.47,-,3600
information about lawyers,0.47,2900,-,1600,2400,1900,1900,1300,1000,1300,2400,2400,2400,1900,-,-,$3.99,-,1900
rate a lawyer,0.49,4400,-,1900,2400,2400,2400,1900,1900,1900,1900,1900,2400,1900,-,-,$0.05,-,2400
chat with a lawyer online for free,0.88,880,-,1000,1000,880,880,880,880,720,590,720,590,480,-,-,$0.05,-,720
aviation lawyer,0.81,1900,-,1000,1300,1600,1300,1300,1000,1000,1300,1300,1300,880,-,-,$22.50,-,1300
seattle lawyers,0.79,6600,-,6600,8100,8100,8100,8100,6600,6600,6600,6600,6600,5400,-,-,$8.35,-,6600
pa lawyers,0.79,18100,-,22200,22200,22200,22200,22200,18100,18100,18100,18100,18100,14800,-,-,$8.30,-,18100
lawyer help,0.63,4400,-,3600,4400,4400,3600,2900,2900,3600,3600,2900,2900,2900,-,-,$7.85,-,3600
