Keyword,Competition,Global Monthly Searches,Jan 2011,Dec 2010,Nov 2010,Oct 2010,Sep 2010,Aug 2010,Jul 2010,Jun 2010,May 2010,Apr 2010,Mar 2010,Feb 2010,Ad Share,Search Share,Estimated Avg. CPC,Extracted From Webpage,Local Monthly Searches
orlando personal injury lawyer,0.88,2400,-,2900,2900,2400,1900,1900,1900,1900,2400,2900,2900,1900,-,-,$20.25,-,2400
los angeles injury lawyer,0.75,14800,-,12100,9900,8100,9900,9900,12100,12100,9900,12100,12100,9900,-,-,$29.25,-,12100
lawyer questions,0.48,6600,-,3600,5400,5400,5400,4400,4400,4400,5400,4400,5400,4400,-,-,$0.05,-,4400
worker compensation lawyers,0.83,40500,-,33100,40500,40500,33100,49500,33100,40500,33100,33100,33100,27100,-,-,$8.26,-,33100
unemployment lawyers,0.81,2900,-,3600,2900,3600,3600,2900,2400,2900,2900,2400,2900,2900,-,-,$8.13,-,2900
work injury lawyers,0.91,6600,-,5400,5400,5400,5400,6600,5400,8100,5400,4400,5400,4400,-,-,$22.10,-,5400
lawyers online,0.87,5400,-,2400,2400,2900,2900,2900,2400,2400,2400,2400,2400,1900,-,-,$0.00,-,2400
phoenix divorce lawyers,0.89,4400,-,5400,14800,2900,2400,2400,2900,2400,2900,2900,2900,1900,-,-,$16.04,-,3600
boston personal injury lawyer,0.9,2400,-,2900,2400,2400,1900,1900,1900,1900,1900,1900,1900,1600,-,-,$20.05,-,1900
rate lawyers,0.58,1900,-,1300,1300,1300,1300,1300,1000,1000,1000,1300,1300,1300,-,-,$3.27,-,1300
philadelphia bankruptcy lawyer,0.9,1600,-,1600,2400,1600,1300,1600,1600,1600,1600,1000,1300,880,-,-,$7.31,-,1300
lawyers without borders,0.47,2400,-,880,1000,880,1000,880,880,1000,1000,1300,1600,1300,-,-,$0.29,-,1000
criminal defence lawyer,0.73,60500,-,49500,49500,49500,49500,49500,40500,49500,49500,49500,40500,40500,-,-,$10.69,-,49500
lawyer blog,0.26,6600,-,4400,4400,5400,4400,4400,4400,4400,4400,4400,4400,4400,-,-,$4.57,-,4400
lawyers committee for civil rights,0.36,1900,-,1900,1900,2400,1900,1600,1600,1600,1600,1600,1900,1600,-,-,$2.08,-,1900
lawyers in philadelphia,0.82,9900,-,9900,12100,9900,9900,9900,9900,9900,9900,9900,9900,6600,-,-,$6.76,-,9900
ask the lawyer,0.59,590,-,480,480,480,480,480,390,480,480,480,480,480,-,-,$3.53,-,480
atlanta car accident lawyer,0.85,12100,-,12100,22200,33100,14800,9900,6600,6600,6600,5400,5400,3600,-,-,$0.00,-,9900
legal malpractice lawyer,0.78,5400,-,4400,4400,4400,4400,3600,8100,3600,5400,6600,4400,2900,-,-,$11.03,-,4400
finding a lawyer,0.81,1900,-,1300,1900,1300,1300,1300,1300,1300,1000,1300,1300,1900,-,-,$6.60,-,1300
different types of lawyers,0.32,2900,-,1900,2400,2400,1900,1900,1900,1900,2400,2400,2400,1900,-,-,$1.82,-,1900
affordable lawyers,0.94,2400,-,1900,2400,2400,1900,1900,1900,1600,1900,1900,1900,1900,-,-,$3.46,-,1900
ny lawyers,0.77,27100,-,27100,27100,33100,27100,27100,27100,22200,27100,27100,27100,22200,-,-,$10.96,-,27100
atlanta lawyer,0.68,33100,-,33100,60500,90500,49500,33100,22200,22200,18100,18100,18100,14800,-,-,$15.95,-,33100
lawyer pictures,0.33,1900,-,1300,1300,1600,1600,880,590,880,2400,1900,1900,1300,-,-,$1.84,-,1300
how to become a lawyer,0.29,22200,-,14800,14800,14800,14800,12100,12100,12100,14800,14800,14800,12100,-,-,$3.41,-,14800
sacramento personal injury lawyer,0.83,2900,-,2900,3600,3600,2900,2400,1900,2400,2400,2900,3600,1900,-,-,$20.64,-,2900
chapter 7 bankruptcy lawyer,0.76,12100,-,8100,14800,33100,12100,9900,9900,8100,9900,6600,6600,5400,-,-,$4.83,-,9900
lawyer new york,0.46,165000,-,165000,165000,165000,165000,135000,135000,135000,135000,135000,165000,135000,-,-,$0.00,-,135000
personal injury lawyer las vegas,0.83,4400,-,3600,2900,2900,3600,3600,4400,3600,5400,6600,6600,2900,-,-,$0.00,-,4400
employee lawyers,0.82,1600,-,1600,1600,1600,1600,1600,1300,1300,1000,1300,1600,1300,-,-,$4.20,-,1300
personal injury lawyer houston,0.87,5400,-,6600,5400,4400,4400,5400,5400,4400,5400,5400,4400,3600,-,-,$0.00,-,5400
work injury lawyer,0.89,9900,-,6600,6600,6600,8100,9900,8100,9900,6600,6600,6600,5400,-,-,$23.37,-,8100
indianapolis lawyers,0.83,3600,-,4400,3600,3600,3600,3600,3600,3600,3600,3600,3600,2900,-,-,$4.60,-,3600
ct lawyers,0.8,8100,-,8100,8100,8100,8100,8100,8100,6600,6600,6600,6600,5400,-,-,$7.71,-,8100
international lawyers,0.47,9900,-,3600,3600,3600,3600,3600,3600,3600,3600,4400,4400,3600,-,-,$5.15,-,3600
jacksonville lawyers,0.86,5400,-,5400,5400,5400,5400,5400,4400,4400,5400,4400,4400,3600,-,-,$8.85,-,5400
cincinnati lawyers,0.76,3600,-,4400,4400,3600,2900,2900,3600,2900,2900,2900,2900,2400,-,-,$6.54,-,2900
tampa personal injury lawyer,0.9,2400,-,2900,2900,3600,2400,2400,2400,1900,1900,2400,1900,1600,-,-,$38.53,-,2400
divorce lawyers in houston texas,0.94,1300,-,1300,1300,880,1000,1300,1300,1000,1600,1600,1000,880,-,-,$0.05,-,1000
lawyers in houston,0.81,18100,-,18100,22200,18100,22200,18100,18100,18100,18100,18100,18100,14800,-,-,$10.58,-,18100
cheap divorce lawyer,0.95,4400,-,3600,3600,3600,3600,3600,3600,2900,2900,3600,4400,3600,-,-,$7.37,-,3600
boston divorce lawyer,0.87,1600,-,1600,1900,1900,1300,1900,1900,1300,1600,1600,1600,1600,-,-,$11.41,-,1600
lawyer rating,0.61,1600,-,1600,1300,1600,1300,1300,1300,1300,1300,1300,1600,1300,-,-,$7.28,-,1300
dallas personal injury lawyer,0.92,4400,-,4400,4400,4400,4400,5400,3600,2400,2900,2900,2900,2400,-,-,$21.54,-,3600
san francisco lawyers,0.76,22200,-,18100,22200,22200,22200,22200,22200,18100,18100,18100,18100,14800,-,-,$7.26,-,18100
seattle personal injury lawyer,0.86,3600,-,5400,4400,2900,3600,3600,2400,2400,2900,2400,2900,2400,-,-,$27.35,-,2900
personal injury lawyer dallas,0.92,4400,-,4400,4400,4400,4400,5400,3600,2400,2900,2900,2900,2400,-,-,$0.00,-,3600
immigration lawyer free consultation,0.92,2400,-,2400,2400,2400,2400,1900,1900,1900,1900,1900,1900,1600,-,-,$3.96,-,1900
financial lawyers,0.65,2400,-,1300,1000,1000,1000,1300,1900,1000,1600,1000,1300,1000,-,-,$4.44,-,1300
construction accident lawyer,0.75,8100,-,6600,18100,5400,5400,5400,5400,4400,5400,5400,5400,4400,-,-,$22.47,-,6600
civil suit lawyers,0.86,1300,-,1300,1600,1300,1300,1000,1000,1000,1000,880,1300,880,-,-,$5.54,-,1000
los angeles accident lawyer,0.75,9900,-,14800,8100,6600,6600,8100,9900,8100,8100,8100,8100,5400,-,-,$37.19,-,8100
denver lawyer,0.75,18100,-,27100,22200,22200,14800,14800,14800,12100,12100,12100,14800,9900,-,-,$15.31,-,14800
lawyer jokes,0.12,14800,-,9900,12100,12100,12100,8100,6600,6600,9900,9900,9900,8100,-,-,$0.56,-,9900
trial lawyer,0.23,40500,-,27100,40500,60500,33100,27100,27100,27100,27100,27100,33100,27100,-,-,$8.23,-,33100
tucson lawyers,0.82,4400,-,4400,4400,4400,4400,4400,3600,3600,4400,4400,4400,2900,-,-,$9.63,-,4400
bankruptcy lawyers cost,0.94,1900,-,1600,1600,1900,1900,1900,1900,1900,1900,1900,1900,2400,-,-,$0.05,-,1900
immigration lawyer,0.75,90500,-,74000,74000,60500,60500,60500,60500,60500,60500,60500,60500,49500,-,-,$8.23,-,60500
lawyers new york,0.68,90500,-,90500,90500,90500,74000,74000,74000,74000,74000,74000,90500,74000,-,-,$0.00,-,74000
personal injury lawyer boston,0.9,2400,-,2900,2400,2400,1900,1900,1900,1900,1900,1900,1900,1600,-,-,$0.00,-,1900
chicago divorce lawyer,0.87,2900,-,2900,2900,2400,2400,3600,2900,3600,2900,2900,2900,1900,-,-,$8.61,-,2900
accidents lawyers,0.62,5400,-,2400,2900,3600,2400,2400,2900,1900,2900,2400,27100,1900,-,-,$19.34,-,4400
nyc lawyers,0.84,12100,-,12100,12100,14800,12100,12100,12100,9900,12100,12100,12100,9900,-,-,$14.35,-,12100
chapter 13 lawyer,0.75,9900,-,8100,12100,27100,12100,9900,9900,8100,9900,6600,5400,4400,-,-,$5.34,-,9900
lawyers malpractice,0.9,40500,-,40500,33100,33100,33100,33100,33100,27100,33100,40500,33100,27100,-,-,$0.00,-,33100
good lawyers,0.6,6600,-,3600,4400,3600,3600,3600,2900,2900,3600,3600,3600,2900,-,-,$5.18,-,3600
pittsburgh lawyers,0.85,3600,-,4400,4400,3600,3600,3600,3600,3600,4400,4400,3600,2900,-,-,$7.01,-,3600
pro bono criminal lawyers,0.9,1900,-,1900,1900,1900,1900,1900,1900,1900,1900,1600,1600,1600,-,-,$8.69,-,1900
seattle lawyer,0.72,18100,-,18100,18100,18100,18100,18100,14800,14800,14800,14800,14800,12100,-,-,$10.25,-,14800
lawyers for divorce,0.88,165000,-,135000,135000,135000,135000,135000,110000,110000,110000,110000,165000,110000,-,-,$7.53,-,135000
orange county divorce lawyer,0.9,2900,-,3600,2900,2900,2900,2900,2900,2400,2900,2900,2900,1900,-,-,$20.34,-,2900
criminal defense lawyer,0.75,110000,-,90500,110000,90500,90500,110000,90500,90500,90500,90500,90500,90500,-,-,$21.97,-,90500
car accidents lawyer,0.8,90500,-,74000,90500,90500,74000,90500,74000,90500,74000,90500,60500,49500,-,-,$14.88,-,74000
personal injury lawyer san diego,0.79,5400,-,5400,5400,5400,4400,8100,6600,5400,3600,5400,6600,3600,-,-,$0.00,-,5400
dog bite lawyers,0.74,14800,-,12100,14800,27100,9900,9900,9900,12100,12100,12100,12100,8100,-,-,$20.82,-,12100
lawyers divorce,0.88,165000,-,135000,135000,135000,135000,135000,110000,110000,110000,110000,165000,110000,-,-,$0.00,-,135000
legal malpractice lawyers,0.81,8100,-,6600,6600,6600,6600,5400,9900,5400,8100,9900,6600,5400,-,-,$7.79,-,6600
lawyers advice,0.77,2900,-,1600,1600,1600,1600,1300,1300,1300,1600,1600,1900,1300,-,-,$4.37,-,1600
family law lawyer,0.69,60500,-,90500,90500,110000,74000,49500,40500,40500,40500,40500,40500,33100,-,-,$6.07,-,60500
government lawyers,0.54,2900,-,1600,1900,1900,1900,1600,1600,1600,1600,1900,1900,1300,-,-,$8.61,-,1600
workman comp lawyers,0.88,14800,-,12100,18100,18100,18100,22200,14800,14800,9900,9900,9900,8100,-,-,$11.46,-,14800
san diego car accident lawyer,0.74,6600,-,5400,5400,6600,5400,9900,8100,6600,5400,8100,8100,4400,-,-,$22.01,-,6600
phoenix divorce lawyer,0.85,1600,-,1600,1300,1600,1300,1300,1600,1300,1600,1600,1600,1000,-,-,$17.66,-,1600
family law lawyers,0.69,27100,-,33100,33100,40500,27100,14800,12100,12100,12100,12100,12100,9900,-,-,$6.65,-,18100
motorcycle injury lawyer,0.78,9900,-,12100,22200,8100,8100,8100,6600,8100,8100,8100,6600,5400,-,-,$23.26,-,8100
