Keyword,Competition,Global Monthly Searches,Jan 2011,Dec 2010,Nov 2010,Oct 2010,Sep 2010,Aug 2010,Jul 2010,Jun 2010,May 2010,Apr 2010,Mar 2010,Feb 2010,Ad Share,Search Share,Estimated Avg. CPC,Extracted From Webpage,Local Monthly Searches
personal injury law firms,0.87,110000,-,90500,135000,90500,90500,90500,74000,74000,74000,74000,74000,60500,-,-,$11.28,-,90500
personal injury software,0.86,390,-,320,320,260,390,320,320,260,260,260,260,260,-,-,$14.75,-,260
personal injury solicitors,0.62,14800,-,1900,1600,1900,1600,1300,1300,1300,1000,880,1900,1900,-,-,$29.83,-,1600
personal injury litigation,0.66,3600,-,1000,1900,2900,2900,4400,8100,1900,6600,1900,1900,1300,-,-,$18.92,-,2900
personal injury liability,0.38,2900,-,1300,1300,1300,1600,1300,3600,1600,3600,1900,1600,1300,-,-,$7.11,-,1900
personal injury pain and suffering,0.63,880,-,170,170,320,260,170,390,880,1000,880,1000,720,-,-,$0.05,-,590
new york personal injury lawyer,0.89,9900,-,8100,6600,6600,6600,6600,8100,6600,8100,8100,8100,6600,-,-,$20.16,-,8100
chicago personal injury lawyer,0.92,5400,-,6600,5400,5400,4400,4400,4400,5400,4400,4400,4400,3600,-,-,$39.67,-,4400
personal injury insurance,0.41,8100,-,3600,3600,3600,3600,3600,5400,2900,4400,3600,3600,3600,-,-,$15.27,-,3600
personal injury laws,0.78,33100,-,22200,33100,40500,33100,33100,27100,22200,22200,22200,27100,18100,-,-,$6.36,-,27100
personal injury firms,0.82,14800,-,9900,14800,18100,14800,18100,12100,12100,12100,12100,12100,8100,-,-,$12.20,-,12100
personal injury accident,0.5,9900,-,4400,3600,4400,4400,4400,9900,5400,8100,5400,6600,5400,-,-,$22.04,-,5400
personal injury legal,0.58,2400,-,1300,1300,1300,1300,1600,2900,1000,2400,1300,1000,1000,-,-,$7.97,-,1600
auto accident personal injury,0.67,1600,-,1000,880,1000,1000,1300,1900,1300,2400,1000,1300,1000,-,-,$17.07,-,1300
personal injury damages,0.28,4400,-,1300,1300,1600,1600,1300,2900,1300,2900,1600,1600,1300,-,-,$11.83,-,1600
chicago personal injury attorney,0.92,5400,-,6600,5400,5400,4400,4400,4400,5400,4400,4400,4400,3600,-,-,$26.41,-,4400
personal injury tort,0.28,720,-,390,390,480,480,480,390,320,480,590,720,390,-,-,$6.13,-,480
new york personal injury,0.84,12100,-,12100,9900,9900,9900,8100,12100,9900,12100,9900,12100,9900,-,-,$22.46,-,9900
personal injury settlement amounts,0.54,880,-,720,720,720,880,590,720,590,590,590,720,590,-,-,$11.21,-,720
accident personal injury,0.5,9900,-,4400,3600,4400,4400,4400,9900,5400,8100,5400,6600,5400,-,-,$0.00,-,5400
personal injury firm,0.82,14800,-,9900,14800,18100,14800,18100,12100,12100,12100,12100,12100,8100,-,-,$9.26,-,12100
miami personal injury lawyer,0.9,3600,-,3600,3600,2900,2900,3600,2900,2900,2900,2900,3600,2900,-,-,$22.00,-,2900
personal injury claim,0.49,22200,-,6600,6600,6600,6600,5400,5400,4400,4400,4400,5400,4400,-,-,$42.98,-,5400
attorney personal injury,0.84,110000,-,135000,135000,110000,90500,110000,90500,90500,90500,90500,90500,74000,-,-,$0.00,-,90500
personal injury lawyer new york,0.89,6600,-,6600,5400,5400,5400,5400,6600,5400,6600,5400,6600,5400,-,-,$0.00,-,5400
serious personal injury,0.32,1000,-,320,480,880,1000,720,590,880,590,480,1300,1300,-,-,$5.48,-,880
personal injury car accident,0.5,2400,-,1000,880,1300,1600,1600,1600,1900,1600,1300,2400,1900,-,-,$14.89,-,1600
miami personal injury attorney,0.9,3600,-,3600,3600,2900,2900,3600,2900,2900,2900,2900,3600,2900,-,-,$26.45,-,2900
personal injury legal advice,0.89,480,-,480,320,260,260,260,320,320,480,260,320,260,-,-,$10.53,-,320
lawyer personal injury,0.85,135000,-,135000,135000,110000,110000,110000,90500,90500,90500,110000,110000,74000,-,-,$0.00,-,110000
lawyers personal injury,0.85,201000,-,165000,165000,165000,135000,135000,135000,135000,135000,135000,135000,110000,-,-,$0.00,-,135000
personal injury practice,0.54,880,-,720,480,480,590,590,590,720,480,590,590,480,-,-,$5.86,-,590
slip and fall personal injury,0.45,1600,-,1300,880,1000,1300,1600,1300,1600,1600,1600,2400,1600,-,-,$11.12,-,1600
personal injury lawyer attorney,0.79,1300,-,1600,720,590,590,480,1300,880,1900,480,590,480,-,-,$30.22,-,880
attorneys personal injury,0.85,165000,-,165000,246000,135000,135000,135000,110000,135000,135000,110000,110000,90500,-,-,$28.14,-,135000
personal injury defense,0.63,1000,-,1000,1000,880,1000,880,880,880,720,1000,1300,880,-,-,$10.12,-,880
personal injury attorneys,0.85,301000,-,368000,368000,301000,301000,301000,246000,246000,246000,246000,246000,201000,-,-,$0.00,-,301000
personal injury new york,0.84,12100,-,12100,9900,9900,9900,8100,12100,9900,12100,9900,12100,9900,-,-,$0.00,-,9900
personal injury calculator,0.82,5400,-,2900,2400,2400,2900,2900,3600,3600,3600,3600,3600,2900,-,-,$10.30,-,2900
personal injury negligence,0.3,1000,-,390,590,480,480,390,1000,480,720,480,880,590,-,-,$10.56,-,590
find personal injury lawyer,0.84,1000,-,1000,880,1000,1300,720,720,720,590,590,880,320,-,-,$22.47,-,880
personal injury case,0.32,5400,-,2900,3600,3600,3600,3600,3600,4400,3600,4400,4400,3600,-,-,$11.47,-,3600
personal injury marketing,0.78,1000,-,1000,880,1000,880,880,720,720,1300,720,720,590,-,-,$13.53,-,880
car accident personal injury,0.5,2400,-,1000,880,1300,1600,1600,1600,1900,1600,1300,2400,1900,-,-,$0.00,-,1600
personal injury awards,0.38,1900,-,1000,1300,1300,1300,1000,1000,880,1000,1000,1300,880,-,-,$7.80,-,1000
best personal injury lawyers,0.89,2400,-,2900,1900,2400,2400,1900,1900,1900,1900,1600,1900,1300,-,-,$0.05,-,1900
personal injury compensation,0.55,12100,-,1900,1600,1600,1300,1600,1300,1000,1300,1300,1900,1300,-,-,$35.71,-,1600
best personal injury lawyer,0.89,2400,-,2900,1900,2400,2400,1900,1900,1900,1900,1600,1900,1300,-,-,$33.24,-,1900
what is personal injury,0.31,2900,-,1900,2400,2400,2400,1900,1900,1900,1900,1900,1900,1600,-,-,$3.70,-,1900
personal injury directory,0.77,260,-,170,110,170,210,91,140,170,110,110,110,91,-,-,$17.73,-,140
personal injury law attorney,0.8,2400,-,2400,1900,1000,1900,1900,2400,1900,2900,1600,1300,880,-,-,$17.58,-,1600
personal injuries claims,0.51,40500,-,9900,9900,12100,9900,8100,9900,8100,9900,6600,8100,6600,-,-,$48.32,-,8100
insurance personal injury,0.41,8100,-,3600,3600,3600,3600,3600,5400,2900,4400,3600,3600,3600,-,-,$0.00,-,3600
los angeles personal injury attorney,0.81,9900,-,9900,8100,6600,6600,6600,6600,8100,6600,8100,8100,8100,-,-,$35.45,-,8100
personal injury claim lawyer,0.77,1600,-,720,590,720,390,320,260,320,260,390,320,210,-,-,$21.73,-,390
los angeles personal injury lawyer,0.81,9900,-,9900,8100,6600,6600,6600,6600,8100,6600,8100,8100,8100,-,-,$28.94,-,8100
personal injury malpractice,0.49,880,-,720,590,590,720,390,2900,390,2400,480,480,260,-,-,$7.33,-,880
personal injury advertising,0.44,1000,-,720,880,880,720,880,720,720,590,720,880,590,-,-,$10.91,-,720
personal injury leads,0.76,880,-,260,140,73,140,140,110,110,260,170,91,73,-,-,$0.05,-,140
san diego personal injury attorney,0.79,5400,-,5400,5400,5400,4400,8100,6600,5400,3600,5400,6600,3600,-,-,$28.03,-,5400
houston personal injury lawyer,0.87,5400,-,6600,5400,4400,4400,5400,5400,4400,5400,5400,4400,3600,-,-,$25.94,-,5400
atlanta personal injury lawyer,0.92,8100,-,8100,14800,22200,8100,5400,4400,3600,4400,3600,3600,2400,-,-,$24.70,-,6600
chicago personal injury,0.91,6600,-,8100,6600,5400,5400,5400,5400,5400,5400,5400,5400,4400,-,-,$33.45,-,5400
personal injury lawsuit settlement,0.54,480,-,210,170,210,260,140,210,390,390,320,390,320,-,-,$8.61,-,320
san diego personal injury lawyer,0.79,5400,-,5400,5400,5400,4400,8100,6600,5400,3600,5400,6600,3600,-,-,$25.93,-,5400
personal injury money,0.41,480,-,390,320,390,390,320,320,260,320,320,320,260,-,-,$7.19,-,320
personal injury los angeles,0.77,12100,-,9900,8100,6600,6600,9900,9900,9900,8100,9900,12100,9900,-,-,$33.04,-,9900
personal injury lawyer los angeles,0.81,9900,-,9900,8100,6600,6600,6600,6600,8100,6600,8100,8100,8100,-,-,$0.00,-,8100
sacramento personal injury,0.87,4400,-,3600,6600,8100,8100,3600,2400,2900,2900,3600,5400,2900,-,-,$28.49,-,4400
personal injury law office,0.81,9900,-,6600,9900,12100,8100,8100,6600,6600,6600,8100,6600,4400,-,-,$7.46,-,8100
personal injury attorney los angeles,0.82,5400,-,6600,5400,3600,3600,4400,4400,4400,4400,5400,5400,4400,-,-,$0.00,-,4400
houston personal injury attorney,0.87,5400,-,6600,5400,4400,4400,5400,5400,4400,5400,5400,4400,3600,-,-,$30.96,-,5400
san francisco personal injury attorney,0.83,2900,-,3600,2400,1900,2400,2400,1900,2900,2400,3600,4400,2400,-,-,$20.30,-,2900
new york personal injury attorney,0.89,9900,-,8100,6600,6600,6600,6600,8100,6600,8100,8100,8100,6600,-,-,$24.11,-,8100
atlanta personal injury attorney,0.92,8100,-,8100,14800,22200,8100,5400,4400,3600,4400,3600,3600,2400,-,-,$32.64,-,6600
personal injury specialist,0.36,1600,-,390,210,210,720,590,2400,720,1300,390,880,1300,-,-,$23.33,-,880
personal injury help,0.55,390,-,390,210,170,260,210,210,210,260,260,170,210,-,-,$9.33,-,210
new york personal injury lawyers,0.89,9900,-,8100,6600,6600,6600,6600,8100,6600,8100,8100,8100,6600,-,-,$44.74,-,8100
los angeles personal injury,0.77,12100,-,9900,8100,6600,6600,9900,9900,9900,8100,9900,12100,9900,-,-,$0.00,-,9900
personal injury accidents,0.49,9900,-,4400,3600,4400,5400,5400,12100,6600,9900,5400,6600,6600,-,-,$8.84,-,6600
personal injury structured settlement,0.75,260,-,210,170,170,170,170,140,110,110,210,170,140,-,-,$45.13,-,170
san francisco personal injury lawyer,0.83,2900,-,3600,2400,1900,2400,2400,1900,2900,2400,3600,4400,2400,-,-,$21.79,-,2900
philadelphia personal injury lawyer,0.91,2400,-,2900,2900,2900,2400,2400,2400,2400,1900,1900,2400,1300,-,-,$24.98,-,2400
las vegas personal injury lawyer,0.83,4400,-,3600,2900,2900,3600,3600,4400,3600,5400,6600,6600,2900,-,-,$15.75,-,4400
sacramento personal injury attorney,0.83,2900,-,2900,3600,3600,2900,2400,1900,2400,2400,2900,3600,1900,-,-,$40.27,-,2900
personal injury advice,0.75,1600,-,880,590,720,480,590,590,480,720,480,590,480,-,-,$29.01,-,590
orlando personal injury lawyer,0.88,2400,-,2900,2900,2400,1900,1900,1900,1900,2400,2900,2900,1900,-,-,$20.25,-,2400
personal injury law attorneys,0.78,2900,-,2900,1900,1300,2400,2400,2400,2400,3600,2400,2400,1000,-,-,$0.05,-,2400
personal injury attorney san diego,0.79,5400,-,5400,5400,5400,4400,8100,6600,5400,3600,5400,6600,3600,-,-,$0.00,-,5400
auto personal injury,0.63,2900,-,2400,1900,1900,2400,2400,2900,2400,3600,1900,1900,1600,-,-,$14.45,-,2400
dallas personal injury attorney,0.92,4400,-,4400,4400,4400,4400,5400,3600,2400,2900,2900,2900,2400,-,-,$27.70,-,3600
law personal injury,0.78,33100,-,18100,27100,33100,27100,33100,27100,22200,22200,22200,22200,18100,-,-,$0.00,-,27100
personal injury attorney atlanta,0.91,5400,-,5400,9900,14800,5400,3600,2900,2400,2400,2400,2400,1300,-,-,$0.00,-,4400
boston personal injury lawyer,0.9,2400,-,2900,2400,2400,1900,1900,1900,1900,1900,1900,1900,1600,-,-,$20.18,-,1900
sacramento personal injury lawyer,0.83,2900,-,2900,3600,3600,2900,2400,1900,2400,2400,2900,3600,1900,-,-,$21.40,-,2900
personal injury lawyer chicago,0.92,5400,-,6600,5400,5400,4400,4400,4400,5400,4400,4400,4400,3600,-,-,$0.00,-,4400
personal injury waiver,0.5,720,-,260,260,590,390,390,480,720,880,720,590,590,-,-,$1.22,-,480
orlando personal injury attorney,0.88,2400,-,2900,2900,2400,1900,1900,1900,1900,2400,2900,2900,1900,-,-,$26.31,-,2400
atlanta personal injury lawyers,0.92,8100,-,8100,14800,22200,8100,5400,4400,3600,4400,3600,3600,2400,-,-,$25.86,-,6600
las vegas personal injury attorneys,0.83,4400,-,3600,2900,2900,3600,3600,4400,3600,5400,6600,6600,2900,-,-,$22.52,-,4400
personal injury court,0.28,1600,-,590,880,880,880,880,720,720,720,720,720,720,-,-,$10.40,-,720
seattle personal injury attorney,0.86,3600,-,5400,4400,2900,3600,3600,2400,2400,2900,2400,2900,2400,-,-,$36.73,-,2900
personal injury lawyer las vegas,0.83,4400,-,3600,2900,2900,3600,3600,4400,3600,5400,6600,6600,2900,-,-,$0.00,-,4400
personal injury claim settlement,0.48,590,-,390,260,320,320,260,170,210,260,210,260,170,-,-,$28.67,-,260
claim for personal injury,0.49,22200,-,6600,6600,6600,6600,5400,5400,4400,4400,4400,5400,4400,-,-,$59.50,-,5400
personal injury whiplash,0.59,590,-,210,210,210,210,170,390,170,170,210,210,140,-,-,$30.12,-,210
seattle personal injury lawyer,0.86,3600,-,5400,4400,2900,3600,3600,2400,2400,2900,2400,2900,2400,-,-,$27.74,-,2900
personal injury lawyer houston,0.87,5400,-,6600,5400,4400,4400,5400,5400,4400,5400,5400,4400,3600,-,-,$0.00,-,5400
tampa personal injury lawyer,0.9,2400,-,2900,2900,3600,2400,2400,2400,1900,1900,2400,1900,1600,-,-,$38.53,-,2400
personal injury specialists,0.36,1600,-,390,210,210,720,590,2400,720,1300,390,880,1300,-,-,$49.42,-,880
dallas personal injury lawyer,0.92,4400,-,4400,4400,4400,4400,5400,3600,2400,2900,2900,2900,2400,-,-,$20.62,-,3600
tampa personal injury,0.89,2900,-,3600,3600,4400,2900,3600,3600,2400,2400,2400,2400,1600,-,-,$35.10,-,2900
chicago personal injury lawyers,0.92,5400,-,6600,5400,5400,4400,4400,4400,5400,4400,4400,4400,3600,-,-,$54.70,-,4400
personal injury news,0.46,590,-,320,320,390,320,320,320,260,260,210,320,210,-,-,$12.62,-,320
ny personal injury lawyer,0.89,14800,-,14800,22200,9900,9900,9900,12100,9900,9900,9900,12100,9900,-,-,$21.27,-,12100
new york personal injury attorneys,0.89,9900,-,8100,6600,6600,6600,6600,8100,6600,8100,8100,8100,6600,-,-,$21.76,-,8100
personal injury attorney chicago,0.92,5400,-,6600,5400,5400,4400,4400,4400,5400,4400,4400,4400,3600,-,-,$0.00,-,4400
las vegas personal injury attorney,0.83,4400,-,3600,2900,2900,3600,3600,4400,3600,5400,6600,6600,2900,-,-,$21.36,-,4400
ny personal injury attorney,0.89,14800,-,14800,22200,9900,9900,9900,12100,9900,9900,9900,12100,9900,-,-,$34.72,-,12100
philadelphia personal injury lawyers,0.91,2400,-,2900,2900,2900,2400,2400,2400,2400,1900,1900,2400,1300,-,-,$44.22,-,2400
personal injury compensation claims,0.45,2900,-,590,390,390,210,210,260,140,210,170,210,140,-,-,$29.36,-,260
denver personal injury attorney,0.89,2900,-,3600,4400,2900,2400,2400,2400,1900,2400,1900,2400,1600,-,-,$24.11,-,2400
orange county personal injury,0.84,2900,-,2900,3600,2900,4400,2400,1900,2400,2400,2400,1900,1900,-,-,$24.32,-,2400
tampa personal injury attorney,0.9,2400,-,2900,2900,3600,2400,2400,2400,1900,1900,2400,1900,1600,-,-,$46.17,-,2400
los angeles personal injury lawyers,0.81,9900,-,9900,8100,6600,6600,6600,6600,8100,6600,8100,8100,8100,-,-,$0.00,-,8100
philadelphia personal injury,0.9,2900,-,3600,3600,2900,2900,2400,2900,2900,2400,2400,2900,1600,-,-,$30.57,-,2900
philadelphia personal injury attorney,0.91,2400,-,2900,2900,2900,2400,2400,2400,2400,1900,1900,2400,1300,-,-,$30.18,-,2400
chicago personal injury attorneys,0.92,5400,-,6600,5400,5400,4400,4400,4400,5400,4400,4400,4400,3600,-,-,$28.74,-,4400
new york city personal injury lawyer,0.91,2900,-,2400,1900,1600,1900,1900,3600,2900,3600,3600,3600,2900,-,-,$22.05,-,2900
personal injury lawyer san diego,0.79,5400,-,5400,5400,5400,4400,8100,6600,5400,3600,5400,6600,3600,-,-,$0.00,-,5400
personal injury attorney las vegas,0.91,1900,-,1900,1600,1300,1600,1600,1900,1900,1600,1900,1600,1300,-,-,$0.00,-,1600
personal injury accident claim,0.52,1900,-,880,590,720,720,720,590,720,720,590,590,480,-,-,$38.80,-,590
orange county personal injury attorney,0.85,2400,-,2900,2900,2400,3600,1900,1900,2400,1900,1900,1900,1600,-,-,$20.10,-,2400
los angeles personal injury attorneys,0.81,9900,-,9900,8100,6600,6600,6600,6600,8100,6600,8100,8100,8100,-,-,$40.97,-,8100
personal injury compensation claim,0.45,2900,-,590,390,390,210,210,260,140,210,170,210,140,-,-,$56.23,-,260
personal injury group,0.51,210,-,110,91,46,58,140,720,140,91,170,140,73,-,-,$0.05,-,170
personal injury attorney houston,0.87,2900,-,3600,3600,2400,2400,3600,2900,2400,3600,2900,2400,1900,-,-,$0.00,-,2900
personal injury lawyer dallas,0.92,4400,-,4400,4400,4400,4400,5400,3600,2400,2900,2900,2900,2400,-,-,$0.00,-,3600
personal injury las vegas,0.79,6600,-,4400,3600,3600,4400,3600,4400,4400,8100,9900,9900,5400,-,-,$18.12,-,5400
personal injury lawyers los angeles,0.81,9900,-,9900,8100,6600,6600,6600,6600,8100,6600,8100,8100,8100,-,-,$0.00,-,8100
personal injury blog,0.43,1000,-,720,720,1000,880,720,720,720,880,880,720,720,-,-,$0.05,-,720
personal injury lawyer boston,0.9,2400,-,2900,2400,2400,1900,1900,1900,1900,1900,1900,1900,1600,-,-,$0.00,-,1900
phoenix personal injury attorney,0.91,2400,-,2900,2900,1900,1900,2900,2400,1600,1600,1900,1900,1600,-,-,$23.37,-,1900
milwaukee personal injury lawyer,0.89,1000,-,1300,1000,880,720,880,720,880,1000,720,1000,1300,-,-,$23.46,-,880
new york city personal injury attorney,0.91,2900,-,2400,1900,1600,1900,1900,3600,2900,3600,3600,3600,2900,-,-,$31.18,-,2900
denver personal injury lawyer,0.89,2900,-,3600,4400,2900,2400,2400,2400,1900,2400,1900,2400,1600,-,-,$32.15,-,2400
personal injury lawyer nyc,0.9,14800,-,18100,22200,12100,12100,12100,12100,12100,14800,12100,14800,12100,-,-,$42.48,-,14800
personal injury insurance claim,0.38,1300,-,1000,590,720,880,880,720,590,590,720,590,590,-,-,$17.34,-,720
personal injury questionnaire,0.41,210,-,110,140,110,170,140,110,140,170,73,91,110,-,-,$0.05,-,110
ca personal injury attorney,0.79,8100,-,8100,6600,5400,6600,6600,5400,8100,8100,9900,8100,6600,-,-,$42.56,-,8100
seattle personal injury,0.85,4400,-,5400,5400,3600,4400,4400,2900,2900,3600,2900,3600,2400,-,-,$28.30,-,3600
phoenix personal injury lawyer,0.91,2400,-,2900,2900,1900,1900,2900,2400,1600,1600,1900,1900,1600,-,-,$17.27,-,1900
houston personal injury lawyers,0.87,5400,-,6600,5400,4400,4400,5400,5400,4400,5400,5400,4400,3600,-,-,$31.98,-,5400
nyc personal injury lawyer,0.91,5400,-,5400,3600,4400,4400,4400,5400,5400,6600,5400,6600,5400,-,-,$0.00,-,5400
houston personal injury,0.83,6600,-,6600,6600,5400,6600,6600,6600,5400,6600,6600,5400,5400,-,-,$15.68,-,6600
damages for personal injury,0.28,4400,-,1300,1300,1600,1600,1300,2900,1300,2900,1600,1600,1300,-,-,$10.17,-,1600
personal injury associates,0.66,110,-,73,46,58,73,91,110,110,58,58,91,36,-,-,$0.05,-,73
personal injury loans,0.82,720,-,590,1000,880,880,480,480,720,480,590,590,320,-,-,$23.11,-,590
orange county personal injury lawyer,0.85,2900,-,4400,3600,2900,4400,2400,1900,2400,2400,2400,1900,1900,-,-,$17.13,-,2900
personal injury attorney new york,0.9,4400,-,4400,3600,2900,3600,2900,3600,2900,3600,3600,3600,2900,-,-,$0.00,-,3600
personal injuries compensation,0.55,12100,-,2400,1600,1900,1600,1600,1300,1300,1300,1300,1900,1300,-,-,$22.42,-,1600
auto accident personal injury insurance claim,0.45,260,-,260,140,110,170,210,140,170,140,210,170,170,-,-,$19.39,-,170
personal injury attorney seattle,0.86,3600,-,5400,4400,2900,3600,3600,2400,2400,2900,2400,2900,2400,-,-,$0.00,-,2900
personal injury lawyer seattle,0.86,3600,-,5400,4400,2900,3600,3600,2400,2400,2900,2400,2900,2400,-,-,$0.00,-,2900
personal injury claim advice,0.59,590,-,210,140,210,140,110,91,58,73,73,140,58,-,-,$72.80,-,110
cincinnati personal injury attorney,0.86,590,-,880,480,390,480,480,590,590,590,480,480,320,-,-,$19.48,-,480
personal injury trust,0.36,1600,-,390,320,480,260,390,390,390,260,480,320,320,-,-,$13.22,-,390
personal injury attorney denver,0.89,2900,-,3600,4400,2900,2400,2400,2400,1900,2400,1900,2400,1600,-,-,$0.00,-,2400
las vegas personal injury,0.79,6600,-,4400,3600,3600,4400,3600,4400,4400,8100,9900,9900,5400,-,-,$0.00,-,5400
personal injury attorney san francisco,0.83,2900,-,3600,2400,1900,2400,2400,1900,2900,2400,3600,4400,2400,-,-,$0.00,-,2900
las vegas personal injury lawyers,0.83,4400,-,3600,2900,2900,3600,3600,4400,3600,5400,6600,6600,2900,-,-,$22.47,-,4400
houston personal injury attorneys,0.87,5400,-,6600,5400,4400,4400,5400,5400,4400,5400,5400,4400,3600,-,-,$27.46,-,5400
austin personal injury lawyer,0.86,1900,-,2400,2400,1600,1900,1900,2400,1900,2400,2400,1900,1600,-,-,$19.15,-,1900
personal injury information,0.52,720,-,390,390,320,390,320,2400,210,1600,260,260,210,-,-,$12.78,-,590
boston personal injury attorney,0.9,2400,-,2900,2400,2400,1900,1900,1900,1900,1900,1900,1900,1600,-,-,$26.62,-,1900
orlando personal injury,0.87,2900,-,3600,3600,2900,2400,2400,2400,2400,2400,2900,2900,2400,-,-,$21.36,-,2400
personal injury award,0.38,1900,-,1000,1300,1300,1300,1000,1000,880,1000,1000,1300,880,-,-,$10.64,-,1000
nj personal injury lawyer,0.92,5400,-,5400,5400,5400,4400,4400,4400,3600,4400,4400,4400,3600,-,-,$27.66,-,4400
personal injury attorney sacramento,0.83,2900,-,2900,3600,3600,2900,2400,1900,2400,2400,2900,3600,1900,-,-,$0.00,-,2900
personal injury attorneys los angeles,0.81,9900,-,9900,8100,6600,6600,6600,6600,8100,6600,8100,8100,8100,-,-,$0.00,-,8100
personal injury attorney nyc,0.9,14800,-,18100,22200,12100,12100,12100,12100,12100,14800,12100,14800,12100,-,-,$32.32,-,14800
atlanta personal injury attorneys,0.92,8100,-,8100,14800,22200,8100,5400,4400,3600,4400,3600,3600,2400,-,-,$31.46,-,6600
compensation personal injury,0.55,12100,-,1900,1600,1600,1300,1600,1300,1000,1300,1300,1900,1300,-,-,$0.00,-,1600
personal injury tax,0.2,880,-,480,390,390,390,320,1900,260,1000,480,480,390,-,-,$0.05,-,590
washington personal injury attorney,0.82,2400,-,2900,2400,1600,1600,2400,1600,1300,1900,1900,1900,1600,-,-,$21.53,-,1900
personal injury lawyers nyc,0.9,14800,-,18100,22200,12100,12100,12100,12100,12100,14800,12100,14800,12100,-,-,$39.28,-,14800
personal injury lawyer philadelphia,0.91,2400,-,2900,2900,2900,2400,2400,2400,2400,1900,1900,2400,1300,-,-,$0.00,-,2400
personal injury lawyer miami,0.9,3600,-,3600,3600,2900,2900,3600,2900,2900,2900,2900,3600,2900,-,-,$0.00,-,2900
personal injury attorney dallas,0.92,2900,-,2900,2900,2900,2900,3600,2400,1600,1900,1900,1900,1600,-,-,$0.00,-,2400
personal injury claim solicitor,0.68,1300,-,210,170,210,140,58,58,36,46,73,110,46,-,-,$43.44,-,91
personal injury medical malpractice,0.66,480,-,390,260,390,390,210,1000,210,880,210,260,140,-,-,$10.98,-,390
solicitors personal injury,0.62,14800,-,1900,1600,1900,1600,1300,1300,1300,1000,880,1900,1900,-,-,$0.00,-,1600
miami personal injury lawyers,0.9,3600,-,3600,3600,2900,2900,3600,2900,2900,2900,2900,3600,2900,-,-,$23.27,-,2900
personal injury orlando,0.87,2900,-,3600,3600,2900,2400,2400,2400,2400,2400,2900,2900,2400,-,-,$0.00,-,2400
personal injury lawyer san francisco,0.83,2900,-,3600,2400,1900,2400,2400,1900,2900,2400,3600,4400,2400,-,-,$0.00,-,2900
columbus personal injury attorney,0.64,3600,-,1600,1600,2400,4400,4400,3600,3600,3600,3600,1900,2400,-,-,$24.06,-,2900
ny personal injury lawyers,0.89,14800,-,14800,22200,9900,9900,9900,12100,9900,9900,9900,12100,9900,-,-,$31.84,-,12100
personal injury attorney ma,0.89,2400,-,2900,2400,2400,1900,1900,1900,1900,2400,1900,2400,1900,-,-,$18.24,-,2400
