Keyword,Competition,Global Monthly Searches,Jan 2011,Dec 2010,Nov 2010,Oct 2010,Sep 2010,Aug 2010,Jul 2010,Jun 2010,May 2010,Apr 2010,Mar 2010,Feb 2010,Ad Share,Search Share,Estimated Avg. CPC,Extracted From Webpage,Local Monthly Searches
personal injury attorney miami,0.9,3600,-,3600,3600,2900,2900,3600,2900,2900,2900,2900,3600,2900,-,-,$0.00,-,2900
oakland personal injury lawyer,0.9,880,-,880,1000,880,1000,880,880,720,880,880,880,590,-,-,$56.28,-,880
baltimore personal injury lawyer,0.93,2400,-,3600,14800,720,880,1000,720,1300,880,880,1000,720,-,-,$19.72,-,2400
personal injury seattle,0.85,4400,-,5400,5400,3600,4400,4400,2900,2900,3600,2900,3600,2400,-,-,$0.00,-,3600
boca raton personal injury attorney,0.85,720,-,480,590,480,480,590,590,590,880,880,880,480,-,-,$22.56,-,590
new york city personal injury attorneys,0.91,2900,-,2400,1900,1600,1900,1900,3600,2900,3600,3600,3600,2900,-,-,$26.70,-,2900
kansas city personal injury lawyer,0.81,1000,-,1300,1300,880,880,1000,880,1000,880,1300,880,880,-,-,$15.05,-,1000
fort lauderdale personal injury lawyer,0.87,1600,-,2400,1600,1300,1300,1300,1300,1300,1300,1600,2900,1300,-,-,$24.66,-,1600
settlement personal injury,0.58,14800,-,8100,9900,9900,12100,12100,9900,12100,9900,12100,14800,12100,-,-,$0.00,-,12100
nyc personal injury attorney,0.91,5400,-,5400,3600,4400,4400,4400,5400,5400,6600,5400,6600,5400,-,-,$0.00,-,5400
kansas city personal injury attorney,0.81,1000,-,1300,1300,880,880,1000,880,1000,880,1300,880,880,-,-,$42.95,-,1000
milwaukee personal injury attorney,0.89,1000,-,1300,1000,880,720,880,720,880,1000,720,1000,1300,-,-,$27.93,-,880
personal injury attorney orlando,0.93,1600,-,1900,1900,1600,1300,1300,1300,1000,1300,1300,1300,1000,-,-,$0.00,-,1300
personal injury lawyer atlanta,0.92,8100,-,8100,14800,22200,8100,5400,4400,3600,4400,3600,3600,2400,-,-,$0.00,-,6600
cleveland personal injury lawyer,0.81,1000,-,2900,1000,880,720,880,880,720,1000,880,1000,590,-,-,$21.02,-,1000
cincinnati personal injury lawyer,0.86,590,-,880,480,390,480,480,590,590,590,480,480,320,-,-,$11.17,-,480
personal injury lawyer denver,0.89,2900,-,3600,4400,2900,2400,2400,2400,1900,2400,1900,2400,1600,-,-,$0.00,-,2400
cleveland personal injury attorney,0.81,1000,-,2900,1000,880,720,880,880,720,1000,880,1000,590,-,-,$16.81,-,1000
personal injury work,0.45,1600,-,480,720,720,480,480,480,390,320,260,390,210,-,-,$43.89,-,390
personal injury attorney tampa,0.9,2400,-,2900,2900,3600,2400,2400,2400,1900,1900,2400,1900,1600,-,-,$0.00,-,2400
san diego personal injury lawyers,0.79,5400,-,5400,5400,5400,4400,8100,6600,5400,3600,5400,6600,3600,-,-,$32.83,-,5400
ny personal injury attorneys,0.89,14800,-,14800,22200,9900,9900,9900,12100,9900,9900,9900,12100,9900,-,-,$30.69,-,12100
personal injury claims lawyer,0.72,1600,-,880,720,720,480,390,390,390,390,590,480,260,-,-,$16.39,-,480
columbus personal injury lawyer,0.64,3600,-,1600,1600,2400,4400,4400,3600,3600,3600,3600,1900,2400,-,-,$13.74,-,2900
new york city personal injury lawyers,0.91,2900,-,2400,1900,1600,1900,1900,3600,2900,3600,3600,3600,2900,-,-,$33.30,-,2900
personal injury lawyer tampa,0.9,2400,-,2900,2900,3600,2400,2400,2400,1900,1900,2400,1900,1600,-,-,$0.00,-,2400
atlanta personal injury,0.9,8100,-,9900,18100,27100,9900,6600,5400,4400,4400,4400,4400,2900,-,-,$14.73,-,8100
compensation for personal injury,0.55,12100,-,1900,1600,1600,1300,1600,1300,1000,1300,1300,1900,1300,-,-,$47.52,-,1600
san jose personal injury attorney,0.92,1900,-,2400,1900,1600,1600,1600,1600,1600,1600,1600,1900,1300,-,-,$26.38,-,1600
personal injury claim calculator,0.73,880,-,390,260,320,390,320,320,170,260,210,210,170,-,-,$26.72,-,260
san diego personal injury,0.8,6600,-,5400,5400,6600,6600,14800,6600,6600,4400,6600,6600,4400,-,-,$25.49,-,6600
personal injury attorneys new york,0.89,9900,-,8100,6600,6600,6600,6600,8100,6600,8100,8100,8100,6600,-,-,$0.00,-,8100
personal injury lawyers new york,0.89,9900,-,8100,6600,6600,6600,6600,8100,6600,8100,8100,8100,6600,-,-,$0.00,-,8100
san jose personal injury lawyer,0.92,1900,-,2400,1900,1600,1600,1600,1600,1600,1600,1600,1900,1300,-,-,$38.79,-,1600
boca raton personal injury lawyer,0.85,720,-,480,590,480,480,590,590,590,880,880,880,480,-,-,$18.75,-,590
fort lauderdale personal injury attorney,0.87,1600,-,2400,1600,1300,1300,1300,1300,1300,1300,1600,2900,1300,-,-,$16.30,-,1600
personal injury jobs,0.72,1000,-,260,320,260,390,260,260,260,210,210,210,140,-,-,$12.88,-,260
denver personal injury attorneys,0.89,2900,-,3600,4400,2900,2400,2400,2400,1900,2400,1900,2400,1600,-,-,$31.34,-,2400
indianapolis personal injury attorney,0.87,880,-,1600,1000,880,880,880,880,720,720,880,880,590,-,-,$29.34,-,880
personal injury protocol,0.22,1600,-,73,36,110,46,36,46,36,36,36,46,28,-,-,$29.22,-,46
brooklyn personal injury lawyer,0.85,1300,-,1900,1600,1000,1300,1600,1900,1000,1300,1000,1300,880,-,-,$31.49,-,1300
bronx personal injury lawyer,0.83,1600,-,1600,1300,1000,1300,1000,1600,880,1000,880,1300,880,-,-,$26.08,-,1000
savannah personal injury lawyer,0.7,2900,-,590,1300,2900,4400,4400,3600,3600,2900,2900,1000,1300,-,-,$28.68,-,2400
new orleans personal injury lawyer,0.87,1000,-,1300,880,880,880,1000,1000,1300,1300,880,1300,590,-,-,$20.49,-,1000
settlements for personal injury,0.72,5400,-,2900,4400,5400,5400,6600,4400,4400,4400,4400,4400,4400,-,-,$0.05,-,4400
personal injury loan,0.78,320,-,320,590,480,480,170,210,260,210,170,210,140,-,-,$17.61,-,260
dallas personal injury lawyers,0.92,4400,-,4400,4400,4400,4400,5400,3600,2400,2900,2900,2900,2400,-,-,$17.25,-,3600
long island personal injury attorney,0.81,1300,-,1000,1000,880,1300,1300,1600,1000,1300,1300,1300,880,-,-,$25.96,-,1000
nashville personal injury lawyer,0.89,880,-,880,720,720,720,720,720,720,880,880,880,720,-,-,$37.04,-,720
personal injury lawyers chicago,0.92,5400,-,6600,5400,5400,4400,4400,4400,5400,4400,4400,4400,3600,-,-,$0.00,-,4400
personal injury claim form,0.6,590,-,110,110,140,170,170,110,91,91,73,140,58,-,-,$24.53,-,110
types of personal injury,0.33,210,-,170,140,91,140,140,110,110,91,110,110,73,-,-,$0.05,-,110
raleigh personal injury lawyer,0.85,880,-,1000,720,720,590,880,720,880,1300,1000,1300,880,-,-,$16.43,-,880
personal injury lawyer ny,0.9,12100,-,14800,22200,8100,8100,8100,9900,9900,9900,9900,12100,9900,-,-,$0.00,-,12100
claims personal injury,0.51,40500,-,9900,9900,12100,9900,8100,9900,8100,8100,6600,8100,6600,-,-,$0.00,-,8100
personal injury attorneys tampa,0.9,2400,-,2900,2900,3600,2400,2400,2400,1900,1900,2400,1900,1600,-,-,$46.72,-,2400
personal injury attorneys chicago,0.92,5400,-,6600,5400,5400,4400,4400,4400,5400,4400,4400,4400,3600,-,-,$0.00,-,4400
nc personal injury attorney,0.89,2400,-,2900,2900,1900,2400,2400,2400,2900,3600,2400,2400,1600,-,-,$29.63,-,2400
san diego personal injury attorneys,0.79,5400,-,5400,5400,5400,4400,8100,6600,5400,3600,5400,6600,3600,-,-,$26.92,-,5400
miami personal injury attorneys,0.9,3600,-,3600,3600,2900,2900,3600,2900,2900,2900,2900,3600,2900,-,-,$32.75,-,2900
portland oregon personal injury attorney,0.87,480,-,480,720,590,390,320,390,320,320,390,590,590,-,-,$34.25,-,480
personal injury complaint,0.26,1000,-,880,1000,1300,1300,1000,880,1000,1000,1000,1300,1000,-,-,$3.64,-,1000
austin personal injury attorney,0.86,1900,-,2400,2400,1600,1900,1900,2400,1900,2400,2400,1900,1600,-,-,$22.42,-,1900
tampa personal injury attorneys,0.9,2400,-,2900,2900,3600,2400,2400,2400,1900,1900,2400,1900,1600,-,-,$0.00,-,2400
personal injury lawyers ny,0.9,14800,-,18100,22200,12100,12100,12100,12100,12100,14800,12100,14800,12100,-,-,$0.00,-,14800
detroit personal injury lawyer,0.93,390,-,480,320,320,320,390,320,390,390,320,390,320,-,-,$36.88,-,320
brooklyn personal injury attorney,0.85,1300,-,1900,1600,1000,1300,1600,1900,1000,1300,1000,1300,880,-,-,$20.46,-,1300
personal injury lawyers new york city,0.91,2900,-,2400,1900,1600,1900,1900,3600,2900,3600,3600,3600,2900,-,-,$0.00,-,2900
personal injury lawyer phoenix,0.91,2400,-,2900,2900,1900,1900,2900,2400,1600,1600,1900,1900,1600,-,-,$0.00,-,1900
kansas city personal injury,0.8,1300,-,1600,1300,1000,1000,1300,1000,1300,1000,1600,1000,1000,-,-,$15.91,-,1300
personal injury houston,0.83,6600,-,6600,6600,5400,6600,6600,6600,5400,6600,6600,5400,5400,-,-,$0.00,-,6600
personal injury protection insurance,0.48,720,-,590,590,590,590,590,590,480,590,720,720,590,-,-,$6.03,-,590
personal injury lawyers houston,0.87,5400,-,6600,5400,4400,4400,5400,5400,4400,5400,5400,4400,3600,-,-,$0.00,-,5400
nyc personal injury lawyers,0.91,5400,-,5400,3600,4400,4400,4400,5400,5400,6600,5400,6600,5400,-,-,$0.00,-,5400
personal injury attorney long island,0.83,720,-,720,720,480,720,880,1000,590,880,720,720,480,-,-,$0.00,-,720
personal injury lawyer brooklyn,0.85,1300,-,1900,1600,1000,1300,1600,1900,1000,1300,1000,1300,880,-,-,$0.00,-,1300
personal injury rights,0.55,260,-,260,170,210,210,170,170,110,110,170,210,140,-,-,$8.29,-,170
tampa personal injury lawyers,0.9,2400,-,2900,2900,3600,2400,2400,2400,1900,1900,2400,1900,1600,-,-,$51.22,-,2400
medicare set aside personal injury,0.56,590,-,390,480,480,480,590,480,480,480,720,1000,720,-,-,$0.05,-,590
personal injury attorney atlanta ga,0.89,480,-,590,1000,1600,480,320,260,260,260,260,320,110,-,-,$34.38,-,480
dallas personal injury attorneys,0.92,4400,-,4400,4400,4400,4400,5400,3600,2400,2900,2900,2900,2400,-,-,$26.46,-,3600
washington personal injury lawyer,0.82,2400,-,2900,2400,1600,1600,2400,1600,1300,1900,1900,1900,1600,-,-,$21.09,-,1900
personal injury lawyer in,0.91,18100,-,14800,18100,18100,22200,22200,14800,14800,12100,12100,12100,12100,-,-,$25.87,-,14800
